Gene	PfamDomains	LengthPfamDomain	GeneLength	PfamDomLen	PfamLengthRatio	geneType	geneClusterType
YHR162W	1	109	390	0.0025641	0.279487	WGD	WGD_in_WGDCluster
YHR163W	1	226	750	0.00133333	0.301333	WGD	WGD_in_WGDCluster
YHR164C	4	612	4569	0.000875465	0.133946	singletons	Singletons_in_ComplementCluster
YHR165C	7	1288	7242	0.000966584	0.177851	singletons	Singletons_in_ComplementCluster
YHR166C	6	306	1881	0.00318979	0.162679	SSD	SSD_in_SSDCluster
YHR167W	1	128	786	0.00127226	0.16285	singletons	Singletons_in_SSDCluster
YHR168W	3	300	1500	0.002	0.2	singletons	Singletons_in_SSDCluster
YHR169W	2	283	1296	0.00154321	0.218364	SSD	SSD_in_SSDCluster
YHR170W	1	229	1557	0.000642261	0.147078	singletons	Singletons_in_ComplementCluster
YHR171W	2	552	1893	0.00105652	0.291601	singletons	Singletons_in_ComplementCluster
YHR172W	2	744	2472	0.000809061	0.300971	singletons	Singletons_in_ComplementCluster
YHR174W	2	421	1314	0.00152207	0.320396	WGD	WGD_in_WGDCluster
YHR175W	1	112	570	0.00175439	0.196491	singletons	Singletons_in_WGDCluster
YHR176W	2	347	1299	0.00153965	0.267129	singletons	Singletons_in_WGDCluster
YHR177W	1	96	1362	0.000734214	0.0704846	WGD	WGD_in_WGDCluster
YHR178W	2	317	2232	0.000896057	0.142025	SSD	SSD_in_SSDCluster
YHR179W	1	352	1203	0.000831255	0.292602	SSD	SSD_in_SSDCluster
YHR181W	1	205	687	0.0014556	0.298399	singletons	Singletons_in_ComplementCluster
YHR182W	1	108	2358	0.000424088	0.0458015	singletons	Singletons_in_ComplementCluster
YHR183W	2	466	1470	0.00136054	0.317007	WGD	WGD_in_WGDCluster
YHR186C	2	182	4674	0.000427899	0.0389388	singletons	Singletons_in_ComplementCluster
YHR187W	1	281	930	0.00107527	0.302151	singletons	Singletons_in_ComplementCluster
YHR188C	1	582	1833	0.000545554	0.317512	singletons	Singletons_in_ComplementCluster
YHR189W	1	182	573	0.0017452	0.317627	singletons	Singletons_in_ComplementCluster
YHR190W	1	281	1335	0.000749064	0.210487	singletons	Singletons_in_ComplementCluster
YHR191C	1	109	402	0.00248756	0.271144	singletons	Singletons_in_ComplementCluster
YHR192W	1	56	837	0.00119474	0.0669056	singletons	Singletons_in_ComplementCluster
YHR193C	2	94	525	0.00380952	0.179048	singletons	Singletons_in_ComplementCluster
YHR194W	1	501	1740	0.000574713	0.287931	SSD	SSD_in_SSDCluster
YHR197W	1	194	2292	0.0004363	0.0846422	singletons	Singletons_in_SSDCluster
YHR198C	1	201	966	0.0010352	0.208075	SSD	SSD_in_SSDCluster
YHR199C	1	206	933	0.00107181	0.220793	SSD	SSD_in_SSDCluster
YHR200W	1	116	807	0.00123916	0.143742	singletons	Singletons_in_SSDCluster
YHR201C	2	315	1194	0.00167504	0.263819	singletons	Singletons_in_SSDCluster
YHR202W	1	234	1809	0.000552792	0.129353	singletons	Singletons_in_SSDCluster
YHR203C	5	239	1055	0.00473934	0.22654	WGD	WGD_in_SSDCluster
YHR204W	1	460	2391	0.000418235	0.192388	SSD	SSD_in_SSDCluster
YHR205W	4	436	2475	0.00161616	0.176162	singletons	Singletons_in_SSDCluster
YHR206W	2	211	1869	0.00107009	0.112895	SSD	SSD_in_SSDCluster
YHR207C	1	279	1581	0.000632511	0.176471	singletons	Singletons_in_SSDCluster
YHR208W	1	253	1182	0.000846024	0.214044	WGD	WGD_in_SSDCluster
YHR209W	1	97	876	0.00114155	0.110731	SSD	SSD_in_SSDCluster
YHR210C	1	327	1026	0.000974659	0.318713	SSD	SSD_in_SSDCluster
YHR211W	12	603	3228	0.00371747	0.186803	singletons	Singletons_in_ComplementCluster
YHR213W	2	148	597	0.00335008	0.247906	singletons	Singletons_in_ComplementCluster
YHR214C-B	3	431	5383	0.00055731	0.0800669	singletons	Singletons_in_SSDCluster
YHR214C-C	1	97	1437	0.000695894	0.0675017	singletons	Singletons_in_SSDCluster
YHR215W	1	334	1404	0.000712251	0.237892	SSD	SSD_in_SSDCluster
YHR216W	3	595	1572	0.0019084	0.378499	SSD	SSD_in_SSDCluster
YHR218W	1	174	1911	0.000523286	0.0910518	singletons	Singletons_in_ComplementCluster
YHR218W-A	1	43	318	0.00314465	0.13522	singletons	Singletons_in_ComplementCluster
YIL001W	3	279	1542	0.00194553	0.180934	singletons	Singletons_in_ComplementCluster
YIL002C	2	602	2841	0.000703977	0.211897	singletons	Singletons_in_ComplementCluster
YIL003W	1	257	882	0.00113379	0.291383	SSD	SSD_in_SSDCluster
YIL005W	1	106	2106	0.000474834	0.0503324	singletons	Singletons_in_SSDCluster
YIL006W	3	287	1122	0.0026738	0.255793	WGD	WGD_in_SSDCluster
YIL007C	2	170	663	0.00301659	0.25641	singletons	Singletons_in_SSDCluster
YIL008W	1	96	300	0.00333333	0.32	singletons	Singletons_in_SSDCluster
YIL009C-A	1	126	547	0.00182815	0.230347	singletons	Singletons_in_SSDCluster
YIL009W	1	478	2085	0.000479616	0.229257	SSD	SSD_in_SSDCluster
YIL010W	1	123	648	0.00154321	0.189815	singletons	Singletons_in_SSDCluster
YIL011W	1	98	810	0.00123457	0.120988	SSD	SSD_in_SSDCluster
YIL013C	6	868	4236	0.00141643	0.20491	SSD	SSD_in_SSDCluster
YIL014W	1	280	1893	0.000528262	0.147913	WGD	WGD_in_SSDCluster
YIL015W	1	351	1764	0.000566893	0.19898	singletons	Singletons_in_ComplementCluster
YIL016W	1	84	480	0.00208333	0.175	singletons	Singletons_in_ComplementCluster
YIL018W	2	215	1165	0.00171674	0.184549	singletons	Singletons_in_ComplementCluster
YIL020C	1	244	786	0.00127226	0.310433	singletons	Singletons_in_ComplementCluster
YIL021W	2	358	957	0.00208986	0.374086	SSD	SSD_in_SSDCluster
YIL022W	1	154	1296	0.000771605	0.118827	singletons	Singletons_in_ComplementCluster
YIL023C	1	189	1041	0.000960615	0.181556	singletons	Singletons_in_ComplementCluster
YIL024C	1	89	570	0.00175439	0.15614	singletons	Singletons_in_ComplementCluster
YIL026C	1	130	3453	0.000289603	0.0376484	singletons	Singletons_in_ComplementCluster
YIL027C	1	120	426	0.00234742	0.28169	singletons	Singletons_in_ComplementCluster
YIL029C	1	139	429	0.002331	0.324009	SSD	SSD_in_SSDCluster
YIL030C	1	54	3960	0.000252525	0.0136364	singletons	Singletons_in_SSDCluster
YIL031W	1	219	3105	0.000322061	0.0705314	SSD	SSD_in_SSDCluster
YIL033C	3	203	1251	0.00239808	0.16227	singletons	Singletons_in_SSDCluster
YIL034C	1	251	864	0.00115741	0.290509	singletons	Singletons_in_SSDCluster
YIL035C	1	255	1119	0.000893655	0.227882	SSD	SSD_in_SSDCluster
YIL036W	1	63	1764	0.000566893	0.0357143	WGD	WGD_in_SSDCluster
YIL038C	2	370	2511	0.000796495	0.147352	SSD	SSD_in_SSDCluster
YIL039W	1	303	1422	0.000703235	0.21308	singletons	Singletons_in_SSDCluster
YIL040W	1	45	417	0.00239808	0.107914	singletons	Singletons_in_SSDCluster
YIL041W	1	272	981	0.00101937	0.277268	SSD	SSD_in_SSDCluster
YIL042C	2	286	1185	0.00168776	0.24135	SSD	SSD_in_SSDCluster
YIL043C	2	209	855	0.00233918	0.244444	singletons	Singletons_in_SSDCluster
YIL044C	1	118	897	0.00111483	0.13155	SSD	SSD_in_SSDCluster
YIL045W	1	122	1617	0.000618429	0.0754484	WGD	WGD_in_SSDCluster
YIL046W	6	227	1923	0.00312012	0.118045	SSD	SSD_in_SSDCluster
YIL047C	3	669	2709	0.00110742	0.246955	singletons	Singletons_in_ComplementCluster
YIL048W	4	644	3456	0.00115741	0.186343	singletons	Singletons_in_ComplementCluster
YIL049W	1	131	762	0.00131234	0.171916	singletons	Singletons_in_ComplementCluster
YIL050W	1	156	858	0.0011655	0.181818	WGD	WGD_in_WGDCluster
YIL051C	1	117	438	0.00228311	0.267123	WGD	WGD_in_WGDCluster
YIL052C	1	93	838	0.00119332	0.110979	singletons	Singletons_in_WGDCluster
YIL053W	1	182	753	0.00132802	0.2417	WGD	WGD_in_WGDCluster
YIL056W	1	90	1923	0.000520021	0.0468019	WGD	WGD_in_WGDCluster
YIL057C	1	148	495	0.0020202	0.29899	WGD	WGD_in_WGDCluster
YIL061C	2	158	903	0.00221484	0.174972	singletons	Singletons_in_WGDCluster
YIL062C	1	150	465	0.00215054	0.322581	singletons	Singletons_in_WGDCluster
YIL063C	1	123	984	0.00101626	0.125	singletons	Singletons_in_WGDCluster
YIL064W	1	155	774	0.00129199	0.200258	singletons	Singletons_in_WGDCluster
YIL065C	2	84	468	0.0042735	0.179487	singletons	Singletons_in_WGDCluster
YIL066C	3	686	2610	0.00114943	0.262835	WGD	WGD_in_WGDCluster
YIL067C	1	137	2037	0.000490918	0.0672558	singletons	Singletons_in_ComplementCluster
YIL068C	1	620	2418	0.000413565	0.25641	singletons	Singletons_in_ComplementCluster
YIL069C	1	78	817	0.00122399	0.0954712	singletons	Singletons_in_ComplementCluster
YIL070C	1	208	801	0.00124844	0.259675	singletons	Singletons_in_ComplementCluster
YIL072W	1	222	1818	0.000550055	0.122112	singletons	Singletons_in_ComplementCluster
YIL073C	1	283	3018	0.000331345	0.0937707	singletons	Singletons_in_ComplementCluster
YIL074C	2	505	1410	0.00141844	0.358156	WGD	WGD_in_WGDCluster
YIL075C	4	321	2838	0.00140944	0.113108	SSD	SSD_in_WGDCluster
YIL076W	1	291	891	0.00112233	0.326599	singletons	Singletons_in_WGDCluster
YIL077C	1	169	963	0.00103842	0.175493	singletons	Singletons_in_WGDCluster
YIL078W	4	416	2205	0.00181406	0.188662	SSD	SSD_in_WGDCluster
YIL079C	3	51	1083	0.00277008	0.0470914	WGD	WGD_in_WGDCluster
YIL082W	1	95	873	0.00114548	0.10882	singletons	Singletons_in_WGDCluster
YIL082W-A	5	588	4498	0.00111161	0.130725	singletons	Singletons_in_WGDCluster
YIL083C	2	226	1098	0.00182149	0.205829	singletons	Singletons_in_WGDCluster
YIL084C	1	289	984	0.00101626	0.293699	singletons	Singletons_in_WGDCluster
YIL085C	2	394	1554	0.001287	0.253539	WGD	WGD_in_WGDCluster
YIL087C	1	128	474	0.0021097	0.270042	singletons	Singletons_in_ComplementCluster
YIL088C	1	474	1473	0.000678887	0.321792	singletons	Singletons_in_ComplementCluster
YIL089W	1	162	618	0.00161812	0.262136	SSD	SSD_in_SSDCluster
YIL090W	1	475	1476	0.000677507	0.321816	singletons	Singletons_in_ComplementCluster
YIL091C	1	472	2166	0.000461681	0.217913	singletons	Singletons_in_ComplementCluster
YIL093C	1	232	795	0.00125786	0.291824	singletons	Singletons_in_ComplementCluster
YIL094C	1	342	1116	0.000896057	0.306452	singletons	Singletons_in_ComplementCluster
YIL095W	1	273	2433	0.000411015	0.112207	WGD	WGD_in_WGDCluster
YIL096C	1	217	1011	0.00098912	0.214639	singletons	Singletons_in_ComplementCluster
YIL097W	1	207	1551	0.000644745	0.133462	singletons	Singletons_in_ComplementCluster
YIL098C	1	146	468	0.00213675	0.311966	singletons	Singletons_in_ComplementCluster
YIL099W	1	449	1650	0.000606061	0.272121	singletons	Singletons_in_ComplementCluster
YIL102C-A	1	72	228	0.00438596	0.315789	singletons	Singletons_in_SSDCluster
YIL103W	1	306	1278	0.000782473	0.239437	SSD	SSD_in_SSDCluster
YIL104C	1	198	1524	0.000656168	0.129921	singletons	Singletons_in_ComplementCluster
YIL105C	1	112	2061	0.000485201	0.0543426	WGD	WGD_in_WGDCluster
YIL106W	1	172	1030	0.000970874	0.16699	singletons	Singletons_in_WGDCluster
YIL107C	2	380	2484	0.000805153	0.152979	SSD	SSD_in_WGDCluster
YIL108W	1	424	2091	0.00047824	0.202774	singletons	Singletons_in_WGDCluster
YIL109C	5	546	2781	0.00179791	0.196332	WGD	WGD_in_WGDCluster
YIL111W	1	130	544	0.00183824	0.238971	singletons	Singletons_in_WGDCluster
YIL112W	3	222	3252	0.000922509	0.0682657	singletons	Singletons_in_WGDCluster
YIL113W	1	125	630	0.0015873	0.198413	WGD	WGD_in_WGDCluster
YIL114C	1	270	846	0.00118203	0.319149	WGD	WGD_in_WGDCluster
YIL115C	1	356	4383	0.000228154	0.0812229	SSD	SSD_in_SSDCluster
YIL116W	1	348	1158	0.000863558	0.300518	singletons	Singletons_in_SSDCluster
YIL118W	1	194	696	0.00143678	0.278736	SSD	SSD_in_SSDCluster
YIL120W	1	306	1692	0.000591017	0.180851	WGD	WGD_in_SSDCluster
YIL121W	1	307	1629	0.000613874	0.188459	SSD	SSD_in_SSDCluster
YIL123W	1	242	1428	0.00070028	0.169468	WGD	WGD_in_SSDCluster
YIL124W	1	192	894	0.00111857	0.214765	SSD	SSD_in_SSDCluster
YIL125W	4	730	3045	0.00131363	0.239737	singletons	Singletons_in_SSDCluster
YIL126W	5	636	4080	0.00122549	0.155882	SSD	SSD_in_SSDCluster
YIL127C	1	196	621	0.00161031	0.31562	singletons	Singletons_in_ComplementCluster
YIL128W	2	676	3099	0.000645369	0.218135	singletons	Singletons_in_ComplementCluster
YIL129C	5	1680	7131	0.000701164	0.235591	singletons	Singletons_in_ComplementCluster
YIL130W	2	292	2895	0.000690846	0.100864	SSD	SSD_in_SSDCluster
YIL131C	2	172	1455	0.00137457	0.118213	WGD	WGD_in_WGDCluster
YIL132C	1	199	428	0.00233645	0.464953	singletons	Singletons_in_WGDCluster
YIL133C	1	107	890	0.0011236	0.120225	singletons	Singletons_in_WGDCluster
YIL134W	3	283	936	0.00320513	0.30235	singletons	Singletons_in_WGDCluster
YIL137C	3	802	2841	0.00105597	0.282295	singletons	Singletons_in_WGDCluster
YIL138C	1	142	486	0.00205761	0.292181	WGD	WGD_in_WGDCluster
YIL139C	1	166	738	0.00135501	0.224932	singletons	Singletons_in_ComplementCluster
YIL140W	3	237	2472	0.00121359	0.0958738	singletons	Singletons_in_ComplementCluster
YIL142W	1	490	1584	0.000631313	0.309343	singletons	Singletons_in_ComplementCluster
YIL143C	3	536	2532	0.00118483	0.21169	singletons	Singletons_in_ComplementCluster
YIL144W	2	233	2076	0.000963391	0.112235	singletons	Singletons_in_ComplementCluster
YIL145C	1	306	930	0.00107527	0.329032	singletons	Singletons_in_ComplementCluster
YIL147C	3	277	3663	0.000819001	0.0756211	singletons	Singletons_in_ComplementCluster
YIL148W	2	120	821	0.00243605	0.146163	singletons	Singletons_in_ComplementCluster
YIL150C	1	46	1716	0.000582751	0.0268065	singletons	Singletons_in_WGDCluster
YIL151C	1	151	3357	0.000297885	0.0449806	WGD	WGD_in_WGDCluster
YIL153W	1	298	1182	0.000846024	0.252115	SSD	SSD_in_WGDCluster
YIL155C	2	542	1950	0.00102564	0.277949	singletons	Singletons_in_WGDCluster
YIL156W	1	457	3216	0.000310945	0.142102	WGD	WGD_in_WGDCluster
YIL156W-B	1	68	284	0.00352113	0.239437	singletons	Singletons_in_WGDCluster
YIL157C	1	116	594	0.0016835	0.195286	singletons	Singletons_in_WGDCluster
YIL159W	1	397	4128	0.000242248	0.0961725	SSD	SSD_in_SSDCluster
YIL160C	2	373	1254	0.0015949	0.297448	SSD	SSD_in_SSDCluster
YIL162W	2	478	1599	0.00125078	0.298937	singletons	Singletons_in_SSDCluster
YIL164C	1	192	600	0.00166667	0.32	singletons	Singletons_in_SSDCluster
YIL165C	1	89	360	0.00277778	0.247222	singletons	Singletons_in_SSDCluster
YIL166C	1	385	1629	0.000613874	0.236341	SSD	SSD_in_SSDCluster
YIL167W	1	316	633	0.00157978	0.49921	singletons	Singletons_in_SSDCluster
YIL169C	1	305	2988	0.000334672	0.102075	SSD	SSD_in_SSDCluster
YIL170W	1	415	1374	0.000727802	0.302038	singletons	Singletons_in_SSDCluster
YIL171W	1	43	330	0.0030303	0.130303	singletons	Singletons_in_SSDCluster
YIL172C	1	371	1770	0.000564972	0.209605	SSD	SSD_in_SSDCluster
YIL173W	4	1250	4650	0.000860215	0.268817	SSD	SSD_in_SSDCluster
YIL176C	1	93	363	0.00275482	0.256198	SSD	SSD_in_SSDCluster
YIL177C	1	108	5665	0.000176523	0.0190644	SSD	SSD_in_SSDCluster
YIR001C	1	69	753	0.00132802	0.0916335	singletons	Singletons_in_ComplementCluster
YIR002C	2	306	2982	0.000670691	0.102616	singletons	Singletons_in_ComplementCluster
YIR003W	1	407	2040	0.000490196	0.19951	singletons	Singletons_in_ComplementCluster
YIR004W	2	279	1299	0.00153965	0.214781	SSD	SSD_in_SSDCluster
YIR005W	1	70	447	0.00223714	0.1566	singletons	Singletons_in_SSDCluster
YIR006C	5	407	4443	0.00112537	0.0916048	SSD	SSD_in_SSDCluster
YIR007W	2	347	2295	0.00087146	0.151198	singletons	Singletons_in_ComplementCluster
YIR008C	1	234	1230	0.000813008	0.190244	singletons	Singletons_in_ComplementCluster
YIR009W	1	107	336	0.00297619	0.318452	singletons	Singletons_in_ComplementCluster
YIR010W	1	349	1731	0.000577701	0.201618	singletons	Singletons_in_ComplementCluster
YIR011C	1	241	960	0.00104167	0.251042	singletons	Singletons_in_ComplementCluster
YIR013C	1	36	366	0.00273224	0.0983607	SSD	SSD_in_SSDCluster
YIR015W	1	76	435	0.00229885	0.174713	singletons	Singletons_in_ComplementCluster
YIR017C	1	54	564	0.00177305	0.0957447	singletons	Singletons_in_WGDCluster
YIR019C	1	150	4104	0.000243665	0.0365497	SSD	SSD_in_SSDCluster
YIR021W	1	346	1092	0.000915751	0.31685	WGD	WGD_in_WGDCluster
YIR022W	1	115	504	0.00198413	0.228175	singletons	Singletons_in_ComplementCluster
YIR023W	2	315	2913	0.000686577	0.108136	singletons	Singletons_in_ComplementCluster
YIR025W	1	152	1107	0.000903342	0.137308	singletons	Singletons_in_ComplementCluster
YIR026C	1	151	1095	0.000913242	0.1379	singletons	Singletons_in_ComplementCluster
YIR027C	1	378	1383	0.000723066	0.273319	singletons	Singletons_in_ComplementCluster
YIR028W	1	459	1908	0.000524109	0.240566	SSD	SSD_in_SSDCluster
YIR029W	2	289	1032	0.00193798	0.280039	singletons	Singletons_in_SSDCluster
YIR030C	1	228	735	0.00136054	0.310204	singletons	Singletons_in_SSDCluster
YIR031C	1	522	1665	0.000600601	0.313514	SSD	SSD_in_SSDCluster
YIR032C	1	192	588	0.00170068	0.326531	singletons	Singletons_in_SSDCluster
YIR033W	2	174	3342	0.000598444	0.0520646	WGD	WGD_in_SSDCluster
YIR034C	1	135	1122	0.000891266	0.120321	singletons	Singletons_in_SSDCluster
YIR035C	1	191	765	0.00130719	0.249673	SSD	SSD_in_SSDCluster
YIR036C	1	200	792	0.00126263	0.252525	SSD	SSD_in_SSDCluster
YIR037W	1	107	492	0.00203252	0.21748	WGD	WGD_in_WGDCluster
YIR038C	2	185	705	0.00283688	0.262411	singletons	Singletons_in_ComplementCluster
YIR039C	1	362	1614	0.000619579	0.224287	singletons	Singletons_in_ComplementCluster
YIR041W	1	93	375	0.00266667	0.248	singletons	Singletons_in_ComplementCluster
YIR042C	1	140	711	0.00140647	0.196906	singletons	Singletons_in_ComplementCluster
YIR043C	2	200	693	0.002886	0.2886	singletons	Singletons_in_ComplementCluster
YJL001W	1	181	764	0.0013089	0.236911	singletons	Singletons_in_ComplementCluster
YJL002C	1	437	1431	0.000698812	0.305381	singletons	Singletons_in_ComplementCluster
YJL003W	1	77	357	0.00280112	0.215686	singletons	Singletons_in_ComplementCluster
YJL004C	1	143	612	0.00163399	0.23366	singletons	Singletons_in_ComplementCluster
YJL005W	7	714	6081	0.00115113	0.117415	singletons	Singletons_in_ComplementCluster
YJL006C	1	134	972	0.00102881	0.13786	singletons	Singletons_in_ComplementCluster
YJL008C	1	511	1707	0.000585823	0.299356	singletons	Singletons_in_ComplementCluster
YJL011C	1	151	486	0.00205761	0.3107	singletons	Singletons_in_ComplementCluster
YJL012C	2	334	2166	0.000923361	0.154201	singletons	Singletons_in_ComplementCluster
YJL013C	2	201	1548	0.00129199	0.129845	WGD	WGD_in_WGDCluster
YJL014W	1	500	1605	0.000623053	0.311526	SSD	SSD_in_SSDCluster
YJL020C	1	50	3474	0.000287853	0.0143926	singletons	Singletons_in_ComplementCluster
YJL024C	1	159	662	0.00151057	0.240181	singletons	Singletons_in_ComplementCluster
YJL025W	1	33	1545	0.000647249	0.0213592	singletons	Singletons_in_ComplementCluster
YJL026W	1	268	1200	0.000833333	0.223333	WGD	WGD_in_WGDCluster
YJL029C	2	568	2469	0.000810045	0.230053	singletons	Singletons_in_ComplementCluster
YJL030W	1	181	591	0.00169205	0.306261	singletons	Singletons_in_ComplementCluster
YJL031C	4	124	1071	0.00373483	0.11578	SSD	SSD_in_SSDCluster
YJL033W	3	341	2313	0.00129702	0.147428	SSD	SSD_in_SSDCluster
YJL034W	1	603	2049	0.000488043	0.29429	singletons	Singletons_in_SSDCluster
YJL035C	1	106	753	0.00132802	0.14077	singletons	Singletons_in_SSDCluster
YJL036W	1	88	1272	0.000786164	0.0691824	singletons	Singletons_in_SSDCluster
YJL039C	1	1674	5052	0.000197941	0.331354	singletons	Singletons_in_ComplementCluster
YJL041W	1	116	2590	0.0003861	0.0447876	singletons	Singletons_in_ComplementCluster
YJL044C	1	243	1377	0.000726216	0.176471	singletons	Singletons_in_ComplementCluster
YJL045W	2	531	1905	0.00104987	0.27874	WGD	WGD_in_WGDCluster
YJL048C	1	81	1191	0.000839631	0.0680101	WGD	WGD_in_WGDCluster
YJL049W	1	193	1353	0.000739098	0.142646	singletons	Singletons_in_ComplementCluster
YJL050W	4	747	3222	0.00124146	0.231844	SSD	SSD_in_SSDCluster
YJL052W	2	258	999	0.002002	0.258258	singletons	Singletons_in_SSDCluster
YJL053W	1	359	1140	0.000877193	0.314912	singletons	Singletons_in_SSDCluster
YJL054W	1	446	1437	0.000695894	0.310369	singletons	Singletons_in_SSDCluster
YJL055W	1	156	738	0.00135501	0.211382	singletons	Singletons_in_SSDCluster
YJL056C	5	111	2643	0.00189179	0.0419977	SSD	SSD_in_SSDCluster
YJL057C	1	353	2004	0.000499002	0.176148	singletons	Singletons_in_ComplementCluster
YJL058C	1	164	1632	0.000612745	0.10049	WGD	WGD_in_WGDCluster
YJL059W	1	386	1227	0.000814996	0.314588	singletons	Singletons_in_ComplementCluster
YJL060W	1	383	1335	0.000749064	0.286891	singletons	Singletons_in_ComplementCluster
YJL062W	1	171	2493	0.000401123	0.0685921	SSD	SSD_in_SSDCluster
YJL063C	2	217	717	0.0027894	0.30265	singletons	Singletons_in_ComplementCluster
YJL066C	1	167	759	0.00131752	0.220026	singletons	Singletons_in_WGDCluster
YJL068C	1	270	900	0.00111111	0.3	singletons	Singletons_in_WGDCluster
YJL069C	2	76	1785	0.00112045	0.042577	singletons	Singletons_in_WGDCluster
YJL070C	2	416	2667	0.000749906	0.155981	WGD	WGD_in_WGDCluster
YJL071W	1	199	1725	0.00057971	0.115362	singletons	Singletons_in_WGDCluster
YJL072C	1	109	642	0.00155763	0.169782	singletons	Singletons_in_WGDCluster
YJL073W	1	67	1938	0.000515996	0.0345717	singletons	Singletons_in_WGDCluster
YJL074C	2	1324	3693	0.000541565	0.358516	SSD	SSD_in_WGDCluster
YJL076W	1	71	3570	0.000280112	0.019888	WGD	WGD_in_WGDCluster
YJL078C	1	114	2646	0.000377929	0.0430839	singletons	Singletons_in_WGDCluster
YJL079C	1	114	900	0.00111111	0.126667	WGD	WGD_in_WGDCluster
YJL080C	7	457	3669	0.00190788	0.124557	singletons	Singletons_in_WGDCluster
YJL081C	1	477	1470	0.000680272	0.32449	singletons	Singletons_in_WGDCluster
YJL082W	1	596	2196	0.000455373	0.271403	WGD	WGD_in_WGDCluster
YJL084C	2	280	3141	0.00063674	0.0891436	WGD	WGD_in_WGDCluster
YJL085W	1	384	1872	0.000534188	0.205128	singletons	Singletons_in_ComplementCluster
YJL087C	3	658	2484	0.00120773	0.264895	singletons	Singletons_in_ComplementCluster
YJL088W	2	300	1017	0.00196657	0.294985	singletons	Singletons_in_ComplementCluster
YJL089W	1	39	2490	0.000401606	0.0156627	SSD	SSD_in_SSDCluster
YJL090C	3	264	2295	0.00130719	0.115033	singletons	Singletons_in_SSDCluster
YJL091C	1	153	1473	0.000678887	0.10387	singletons	Singletons_in_SSDCluster
YJL092W	2	715	3525	0.000567376	0.202837	SSD	SSD_in_SSDCluster
YJL093C	2	151	2076	0.000963391	0.072736	singletons	Singletons_in_SSDCluster
YJL094C	1	400	2622	0.000381388	0.152555	singletons	Singletons_in_SSDCluster
YJL095W	1	265	4437	0.000225378	0.059725	SSD	SSD_in_SSDCluster
YJL096W	1	103	486	0.00205761	0.211934	singletons	Singletons_in_ComplementCluster
YJL097W	1	153	654	0.00152905	0.233945	singletons	Singletons_in_ComplementCluster
YJL098W	1	513	3177	0.000314762	0.161473	WGD	WGD_in_WGDCluster
YJL099W	2	424	2241	0.000892459	0.189201	WGD	WGD_in_WGDCluster
YJL100W	1	330	1824	0.000548246	0.180921	singletons	Singletons_in_ComplementCluster
YJL101C	1	392	2037	0.000490918	0.19244	singletons	Singletons_in_ComplementCluster
YJL102W	4	505	2460	0.00162602	0.205285	SSD	SSD_in_SSDCluster
YJL103C	1	40	1857	0.000538503	0.0215401	SSD	SSD_in_SSDCluster
YJL104W	1	127	450	0.00222222	0.282222	singletons	Singletons_in_ComplementCluster
YJL105W	2	416	1683	0.00118835	0.247178	WGD	WGD_in_WGDCluster
YJL106W	1	303	1938	0.000515996	0.156347	singletons	Singletons_in_ComplementCluster
YJL107C	1	41	1164	0.000859107	0.0352234	singletons	Singletons_in_ComplementCluster
YJL108C	2	346	1152	0.00173611	0.300347	singletons	Singletons_in_ComplementCluster
YJL109C	2	270	5310	0.000376648	0.0508475	singletons	Singletons_in_ComplementCluster
YJL110C	1	34	1656	0.000603865	0.0205314	WGD	WGD_in_WGDCluster
YJL111W	1	492	1653	0.000604961	0.297641	SSD	SSD_in_WGDCluster
YJL112W	5	197	2145	0.002331	0.0918415	WGD	WGD_in_WGDCluster
YJL113W	2	339	5413	0.000369481	0.062627	singletons	Singletons_in_ComplementCluster
YJL115W	1	153	840	0.00119048	0.182143	singletons	Singletons_in_ComplementCluster
YJL116C	1	242	1014	0.000986193	0.238659	WGD	WGD_in_WGDCluster
YJL117W	1	280	936	0.00106838	0.299145	singletons	Singletons_in_ComplementCluster
YJL121C	1	206	717	0.0013947	0.287308	singletons	Singletons_in_ComplementCluster
YJL122W	1	117	528	0.00189394	0.221591	singletons	Singletons_in_ComplementCluster
YJL123C	1	465	1437	0.000695894	0.323591	singletons	Singletons_in_ComplementCluster
YJL124C	1	69	519	0.00192678	0.132948	singletons	Singletons_in_ComplementCluster
YJL125C	1	292	1152	0.000868056	0.253472	singletons	Singletons_in_ComplementCluster
YJL126W	1	286	924	0.00108225	0.309524	SSD	SSD_in_SSDCluster
YJL127C	2	149	1923	0.00104004	0.0774831	singletons	Singletons_in_ComplementCluster
YJL127C-B	1	43	159	0.00628931	0.27044	singletons	Singletons_in_ComplementCluster
YJL128C	1	263	2007	0.000498256	0.131041	singletons	Singletons_in_ComplementCluster
YJL129C	1	556	3708	0.000269687	0.149946	WGD	WGD_in_WGDCluster
YJL130C	8	1192	6645	0.00120391	0.179383	SSD	SSD_in_SSDCluster
YJL131C	1	175	1071	0.000933707	0.163399	singletons	Singletons_in_ComplementCluster
YJL132W	1	204	2253	0.000443853	0.0905459	singletons	Singletons_in_ComplementCluster
YJL133W	3	282	945	0.0031746	0.298413	WGD	WGD_in_WGDCluster
YJL134W	1	127	1230	0.000813008	0.103252	WGD	WGD_in_WGDCluster
YJL136C	1	79	724	0.00138122	0.109116	singletons	Singletons_in_WGDCluster
YJL137C	1	254	1143	0.000874891	0.222222	WGD	WGD_in_WGDCluster
