chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrXII	11725	12076	YLL065W	YLL065W	+	singletons	Singletons_in_SSDCluster
chrXII	13082	13445	YLL064C	PAU18	-	SSD	SSD_in_SSDCluster
chrXII	14647	16072	YLL063C	AYT1	-	singletons	Singletons_in_ComplementCluster
chrXII	16638	17613	YLL062C	MHT1	-	WGD	WGD_in_WGDCluster
chrXII	17955	19707	YLL061W	MMP1	+	WGD	WGD_in_WGDCluster
chrXII	21137	21839	YLL060C	GTT2	-	singletons	Singletons_in_ComplementCluster
chrXII	22473	22980	YLL059C	YLL059C	-	singletons	Singletons_in_ComplementCluster
chrXII	23568	25296	YLL058W	YLL058W	+	singletons	Singletons_in_ComplementCluster
chrXII	25755	26994	YLL057C	JLP1	-	singletons	Singletons_in_ComplementCluster
chrXII	27408	28305	YLL056C	YLL056C	-	singletons	Singletons_in_ComplementCluster
chrXII	30108	31704	YLL055W	YCT1	+	singletons	Singletons_in_ComplementCluster
chrXII	32893	35203	YLL054C	YLL054C	-	SSD	SSD_in_SSDCluster
chrXII	35501	35960	YLL053C	YLL053C	-	SSD	SSD_in_SSDCluster
chrXII	35910	36360	YLL052C	AQY2	-	singletons	Singletons_in_ComplementCluster
chrXII	37331	39470	YLL051C	FRE6	-	WGD	WGD_in_WGDCluster
chrXII	39802	40413	YLL050C	COF1	-	singletons	Singletons_in_ComplementCluster
chrXII	40664	41204	YLL049W	LDB18	+	singletons	Singletons_in_WGDCluster
chrXII	41278	46264	YLL048C	YBT1	-	WGD	WGD_in_WGDCluster
chrXII	46670	47054	YLL047W	YLL047W	+	singletons	Singletons_in_WGDCluster
chrXII	46712	47462	YLL046C	RNP1	-	WGD	WGD_in_WGDCluster
chrXII	47857	48628	YLL045C	RPL8B	-	WGD	WGD_in_WGDCluster
chrXII	48214	48661	YLL044W	YLL044W	+	singletons	Singletons_in_ComplementCluster
chrXII	49936	51946	YLL043W	FPS1	+	SSD	SSD_in_SSDCluster
chrXII	52085	52589	YLL042C	ATG10	-	singletons	Singletons_in_ComplementCluster
chrXII	53129	53930	YLL041C	SDH2	-	singletons	Singletons_in_ComplementCluster
chrXII	54209	63644	YLL040C	VPS13	-	singletons	Singletons_in_ComplementCluster
chrXII	64060	65206	YLL039C	UBI4	-	singletons	Singletons_in_ComplementCluster
chrXII	65773	66517	YLL038C	ENT4	-	singletons	Singletons_in_ComplementCluster
chrXII	66560	66941	YLL037W	YLL037W	+	singletons	Singletons_in_ComplementCluster
chrXII	66743	68255	YLL036C	PRP19	-	singletons	Singletons_in_ComplementCluster
chrXII	68578	70477	YLL035W	GRC3	+	singletons	Singletons_in_ComplementCluster
chrXII	70631	73145	YLL034C	RIX7	-	singletons	Singletons_in_ComplementCluster
chrXII	73407	74100	YLL033W	IRC19	+	singletons	Singletons_in_ComplementCluster
chrXII	74268	76746	YLL032C	YLL032C	-	singletons	Singletons_in_ComplementCluster
chrXII	77150	80204	YLL031C	GPI13	-	SSD	SSD_in_SSDCluster
chrXII	80354	80696	YLL030C	RRT7	-	singletons	Singletons_in_ComplementCluster
chrXII	81459	83709	YLL029W	FRA1	+	singletons	Singletons_in_SSDCluster
chrXII	84802	86563	YLL028W	TPO1	+	SSD	SSD_in_SSDCluster
chrXII	87401	88154	YLL027W	ISA1	+	singletons	Singletons_in_SSDCluster
chrXII	88621	91348	YLL026W	HSP104	+	SSD	SSD_in_SSDCluster
chrXII	94745	95120	YLL025W	PAU17	+	SSD	SSD_in_SSDCluster
chrXII	95564	97484	YLL024C	SSA2	-	SSD	SSD_in_SSDCluster
chrXII	97995	98835	YLL023C	POM33	-	SSD	SSD_in_SSDCluster
chrXII	99815	100700	YLL022C	HIF1	-	singletons	Singletons_in_SSDCluster
chrXII	100945	105346	YLL021W	SPA2	+	WGD	WGD_in_SSDCluster
chrXII	105554	105860	YLL020C	YLL020C	-	singletons	Singletons_in_ComplementCluster
chrXII	105684	107898	YLL019C	KNS1	-	SSD	SSD_in_SSDCluster
chrXII	106906	106999	YLL019W-A	YLL019W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	108674	108971	YLL018C-A	COX19	-	singletons	Singletons_in_SSDCluster
chrXII	109900	111574	YLL018C	DPS1	-	singletons	Singletons_in_SSDCluster
chrXII	112232	112544	YLL017W	YLL017W	+	singletons	Singletons_in_SSDCluster
chrXII	112845	115992	YLL016W	YLL016W	+	singletons	Singletons_in_SSDCluster
chrXII	116430	121110	YLL015W	BPT1	+	SSD	SSD_in_SSDCluster
chrXII	121320	121647	YLL014W	EMC6	+	singletons	Singletons_in_ComplementCluster
chrXII	122073	124713	YLL013C	PUF3	-	singletons	Singletons_in_ComplementCluster
chrXII	125532	127254	YLL012W	YEH1	+	WGD	WGD_in_WGDCluster
chrXII	127521	128991	YLL011W	SOF1	+	singletons	Singletons_in_WGDCluster
chrXII	129328	130612	YLL010C	PSR1	-	WGD	WGD_in_WGDCluster
chrXII	131203	131413	YLL009C	COX17	-	singletons	Singletons_in_ComplementCluster
chrXII	131727	133986	YLL008W	DRS1	+	singletons	Singletons_in_ComplementCluster
chrXII	134300	136298	YLL007C	LMO1	-	singletons	Singletons_in_ComplementCluster
chrXII	136343	136520	YLL006W-A	YLL006W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	136584	137865	YLL006W	MMM1	+	singletons	Singletons_in_ComplementCluster
chrXII	137938	140545	YLL005C	SPO75	-	singletons	Singletons_in_ComplementCluster
chrXII	141071	142922	YLL004W	ORC3	+	singletons	Singletons_in_ComplementCluster
chrXII	143199	146040	YLL003W	SFI1	+	singletons	Singletons_in_ComplementCluster
chrXII	146289	147600	YLL002W	RTT109	+	singletons	Singletons_in_ComplementCluster
chrXII	147888	150162	YLL001W	DNM1	+	SSD	SSD_in_SSDCluster
chrXII	151387	153976	YLR001C	YLR001C	-	singletons	Singletons_in_SSDCluster
chrXII	154341	156333	YLR002C	NOC3	-	singletons	Singletons_in_SSDCluster
chrXII	156853	157729	YLR003C	CMS1	-	singletons	Singletons_in_SSDCluster
chrXII	157932	159504	YLR004C	THI73	-	SSD	SSD_in_SSDCluster
chrXII	160047	161433	YLR005W	SSL1	+	singletons	Singletons_in_SSDCluster
chrXII	161753	163892	YLR006C	SSK1	-	singletons	Singletons_in_SSDCluster
chrXII	164390	165401	YLR007W	NSE1	+	singletons	Singletons_in_SSDCluster
chrXII	165575	166082	YLR008C	PAM18	-	SSD	SSD_in_SSDCluster
chrXII	166535	167135	YLR009W	RLP24	+	singletons	Singletons_in_SSDCluster
chrXII	167318	167801	YLR010C	TEN1	-	singletons	Singletons_in_SSDCluster
chrXII	169101	169677	YLR011W	LOT6	+	singletons	Singletons_in_SSDCluster
chrXII	169980	170280	YLR012C	YLR012C	-	singletons	Singletons_in_SSDCluster
chrXII	171337	171763	YLR013W	GAT3	+	SSD	SSD_in_SSDCluster
chrXII	172266	174981	YLR014C	PPR1	-	SSD	SSD_in_SSDCluster
chrXII	175225	176743	YLR015W	BRE2	+	singletons	Singletons_in_SSDCluster
chrXII	176800	177415	YLR016C	PML1	-	singletons	Singletons_in_SSDCluster
chrXII	177606	178620	YLR017W	MEU1	+	SSD	SSD_in_SSDCluster
chrXII	178705	179605	YLR018C	POM34	-	singletons	Singletons_in_SSDCluster
chrXII	180286	181480	YLR019W	PSR2	+	WGD	WGD_in_SSDCluster
chrXII	181787	183404	YLR020C	YEH2	-	WGD	WGD_in_SSDCluster
chrXII	183621	184161	YLR021W	IRC25	+	singletons	Singletons_in_SSDCluster
chrXII	184172	184925	YLR022C	SDO1	-	singletons	Singletons_in_SSDCluster
chrXII	185496	187128	YLR023C	IZH3	-	singletons	Singletons_in_SSDCluster
chrXII	187663	193282	YLR024C	UBR2	-	SSD	SSD_in_SSDCluster
chrXII	194452	195175	YLR025W	SNF7	+	singletons	Singletons_in_SSDCluster
chrXII	195450	196473	YLR026C	SED5	-	singletons	Singletons_in_SSDCluster
chrXII	196829	198086	YLR027C	AAT2	-	SSD	SSD_in_SSDCluster
chrXII	198784	199390	snR30		+	singletons	Singletons_in_ComplementCluster
chrXII	199540	201316	YLR028C	ADE16	-	WGD	WGD_in_WGDCluster
chrXII	201976	202591	YLR029C	RPL15A	-	WGD	WGD_in_WGDCluster
chrXII	203290	204082	YLR030W	YLR030W	+	singletons	Singletons_in_WGDCluster
chrXII	204225	204786	YLR031W	YLR031W	+	WGD	WGD_in_WGDCluster
chrXII	204991	208501	YLR032W	RAD5	+	singletons	Singletons_in_ComplementCluster
chrXII	208761	210270	YLR033W	RSC58	+	singletons	Singletons_in_ComplementCluster
chrXII	210512	211934	YLR034C	SMF3	-	singletons	Singletons_in_ComplementCluster
chrXII	212369	214457	YLR035C	MLH2	-	singletons	Singletons_in_ComplementCluster
chrXII	215440	218908	YLR035C-A	YLR035C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	221521	222133	YLR036C	YLR036C	-	SSD	SSD_in_SSDCluster
chrXII	222685	223060	YLR037C	PAU23	-	SSD	SSD_in_SSDCluster
chrXII	224921	225173	YLR038C	COX12	-	singletons	Singletons_in_SSDCluster
chrXII	225426	228597	YLR039C	RIC1	-	singletons	Singletons_in_SSDCluster
chrXII	228908	229583	YLR040C	AFB1	-	singletons	Singletons_in_SSDCluster
chrXII	229377	229698	YLR041W	YLR041W	+	singletons	Singletons_in_ComplementCluster
chrXII	229966	230452	YLR042C	YLR042C	-	singletons	Singletons_in_SSDCluster
chrXII	231702	232014	YLR043C	TRX1	-	WGD	WGD_in_SSDCluster
chrXII	232390	234082	YLR044C	PDC1	-	SSD	SSD_in_SSDCluster
chrXII	235037	237704	YLR045C	STU2	-	singletons	Singletons_in_SSDCluster
chrXII	238001	238814	YLR046C	YLR046C	-	singletons	Singletons_in_SSDCluster
chrXII	239347	241408	YLR047C	FRE8	-	SSD	SSD_in_SSDCluster
chrXII	242232	243350	YLR048W	RPS0B	+	singletons	Singletons_in_ComplementCluster
chrXII	243886	245173	YLR049C	YLR049C	-	singletons	Singletons_in_ComplementCluster
chrXII	245587	246073	YLR050C	YLR050C	-	singletons	Singletons_in_ComplementCluster
chrXII	246324	246978	YLR051C	FCF2	-	singletons	Singletons_in_ComplementCluster
chrXII	247201	247954	YLR052W	IES3	+	singletons	Singletons_in_ComplementCluster
chrXII	248100	248427	YLR053C	YLR053C	-	singletons	Singletons_in_ComplementCluster
chrXII	248717	250979	YLR054C	OSW2	-	singletons	Singletons_in_ComplementCluster
chrXII	251272	253081	YLR055C	SPT8	-	singletons	Singletons_in_ComplementCluster
chrXII	253861	254959	YLR056W	ERG3	+	singletons	Singletons_in_ComplementCluster
chrXII	255306	257856	YLR057W	MNL2	+	singletons	Singletons_in_ComplementCluster
chrXII	257992	259402	YLR058C	SHM2	-	SSD	SSD_in_SSDCluster
chrXII	259738	260548	YLR059C	REX2	-	singletons	Singletons_in_SSDCluster
chrXII	260979	262767	YLR060W	FRS1	+	singletons	Singletons_in_SSDCluster
chrXII	263194	263949	YLR061W	RPL22A	+	singletons	Singletons_in_ComplementCluster
chrXII	263577	263955	YLR062C	BUD28	-	singletons	Singletons_in_WGDCluster
chrXII	264157	265255	YLR063W	BMT6	+	singletons	Singletons_in_SSDCluster
chrXII	265456	266278	YLR064W	PER33	+	SSD	SSD_in_SSDCluster
chrXII	266373	266919	YLR065C	ENV10	-	singletons	Singletons_in_SSDCluster
chrXII	267169	267724	YLR066W	SPC3	+	singletons	Singletons_in_SSDCluster
chrXII	267813	270711	YLR067C	PET309	-	singletons	Singletons_in_SSDCluster
chrXII	271008	271464	YLR068W	FYV7	+	singletons	Singletons_in_SSDCluster
chrXII	271630	273916	YLR069C	MEF1	-	SSD	SSD_in_SSDCluster
chrXII	274141	275212	YLR070C	XYL2	-	singletons	Singletons_in_ComplementCluster
chrXII	275378	278627	YLR071C	RGR1	-	singletons	Singletons_in_ComplementCluster
chrXII	278862	280944	YLR072W	LAM6	+	WGD	WGD_in_WGDCluster
chrXII	281019	281622	YLR073C	RFU1	-	singletons	Singletons_in_WGDCluster
chrXII	281956	282457	YLR074C	BUD20	-	singletons	Singletons_in_WGDCluster
chrXII	282927	283593	YLR075W	RPL10	+	singletons	Singletons_in_WGDCluster
chrXII	283185	283608	YLR076C	YLR076C	-	singletons	Singletons_in_WGDCluster
chrXII	283872	285624	YLR077W	FMP25	+	singletons	Singletons_in_WGDCluster
chrXII	285736	286560	YLR078C	BOS1	-	singletons	Singletons_in_ComplementCluster
chrXII	286820	287675	YLR079W	SIC1	+	singletons	Singletons_in_WGDCluster
chrXII	287916	289251	YLR080W	EMP46	+	WGD	WGD_in_WGDCluster
chrXII	290212	291937	YLR081W	GAL2	+	singletons	Singletons_in_WGDCluster
chrXII	292394	293573	YLR082C	SRL2	-	singletons	Singletons_in_WGDCluster
chrXII	294091	296095	YLR083C	EMP70	-	WGD	WGD_in_WGDCluster
chrXII	296589	300252	YLR084C	RAX2	-	singletons	Singletons_in_ComplementCluster
chrXII	300673	301990	YLR085C	ARP6	-	singletons	Singletons_in_ComplementCluster
chrXII	302243	306500	YLR086W	SMC4	+	SSD	SSD_in_SSDCluster
chrXII	306855	315732	YLR087C	CSF1	-	singletons	Singletons_in_ComplementCluster
chrXII	316107	317952	YLR088W	GAA1	+	singletons	Singletons_in_ComplementCluster
chrXII	318237	320016	YLR089C	ALT1	-	WGD	WGD_in_WGDCluster
chrXII	320701	322081	YLR090W	XDJ1	+	singletons	Singletons_in_ComplementCluster
chrXII	322297	323179	YLR091W	GEP5	+	singletons	Singletons_in_ComplementCluster
chrXII	323544	326226	YLR092W	SUL2	+	SSD	SSD_in_SSDCluster
chrXII	326513	327416	YLR093C	NYV1	-	singletons	Singletons_in_ComplementCluster
chrXII	327730	329239	YLR094C	GIS3	-	singletons	Singletons_in_ComplementCluster
chrXII	329677	332116	YLR095C	IOC2	-	singletons	Singletons_in_ComplementCluster
chrXII	332590	336034	YLR096W	KIN2	+	WGD	WGD_in_WGDCluster
chrXII	336231	337266	YLR097C	HRT3	-	singletons	Singletons_in_WGDCluster
chrXII	337527	339474	YLR098C	CHA4	-	SSD	SSD_in_WGDCluster
chrXII	339744	340929	YLR099C	ICT1	-	WGD	WGD_in_SSDCluster
chrXII	341325	341589	YLR099W-A	MIM2	+	singletons	Singletons_in_ComplementCluster
chrXII	341810	342854	YLR100W	ERG27	+	singletons	Singletons_in_SSDCluster
chrXII	342566	342962	YLR101C	YLR101C	-	singletons	Singletons_in_ComplementCluster
chrXII	342970	343768	YLR102C	APC9	-	singletons	Singletons_in_SSDCluster
chrXII	343989	345942	YLR103C	CDC45	-	singletons	Singletons_in_SSDCluster
chrXII	346585	346981	YLR104W	LCL2	+	singletons	Singletons_in_SSDCluster
chrXII	347047	348181	YLR105C	SEN2	-	singletons	Singletons_in_SSDCluster
chrXII	348427	348511	snR79		-	singletons	Singletons_in_ComplementCluster
chrXII	349006	363739	YLR106C	MDN1	-	SSD	SSD_in_SSDCluster
chrXII	364116	365331	YLR107W	REX3	+	SSD	SSD_in_SSDCluster
chrXII	366235	366347	snR6		+	singletons	Singletons_in_ComplementCluster
chrXII	366667	368125	YLR108C	YLR108C	-	WGD	WGD_in_WGDCluster
chrXII	368781	369312	YLR109W	AHP1	+	singletons	Singletons_in_ComplementCluster
chrXII	369697	370099	YLR110C	CCW12	-	singletons	Singletons_in_ComplementCluster
chrXII	370391	370724	YLR111W	YLR111W	+	singletons	Singletons_in_ComplementCluster
chrXII	370791	371211	YLR112W	YLR112W	+	singletons	Singletons_in_ComplementCluster
chrXII	371620	372928	YLR113W	HOG1	+	singletons	Singletons_in_ComplementCluster
chrXII	374944	377239	YLR114C	AVL9	-	singletons	Singletons_in_ComplementCluster
chrXII	377985	380565	YLR115W	CFT2	+	singletons	Singletons_in_ComplementCluster
chrXII	380822	382253	YLR116W	MSL5	+	singletons	Singletons_in_ComplementCluster
chrXII	382471	384535	YLR117C	CLF1	-	singletons	Singletons_in_ComplementCluster
chrXII	384725	385409	YLR118C	YLR118C	-	singletons	Singletons_in_ComplementCluster
chrXII	385534	386176	YLR119W	SRN2	+	singletons	Singletons_in_ComplementCluster
chrXII	386511	388221	YLR120C	YPS1	-	WGD	WGD_in_WGDCluster
chrXII	388672	388774	YLR120W-A	YLR120W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	388744	390271	YLR121C	YPS3	-	singletons	Singletons_in_ComplementCluster
chrXII	390954	391332	YLR122C	YLR122C	-	singletons	Singletons_in_ComplementCluster
chrXII	391078	391408	YLR123C	YLR123C	-	singletons	Singletons_in_ComplementCluster
chrXII	391600	391945	YLR124W	YLR124W	+	singletons	Singletons_in_ComplementCluster
chrXII	393484	393895	YLR125W	YLR125W	+	singletons	Singletons_in_ComplementCluster
chrXII	394765	395521	YLR126C	YLR126C	-	singletons	Singletons_in_ComplementCluster
chrXII	395758	398320	YLR127C	APC2	-	singletons	Singletons_in_ComplementCluster
chrXII	398530	399434	YLR128W	DCN1	+	singletons	Singletons_in_ComplementCluster
chrXII	399657	402489	YLR129W	DIP2	+	SSD	SSD_in_SSDCluster
chrXII	402794	404063	YLR130C	ZRT2	-	SSD	SSD_in_SSDCluster
chrXII	404510	406823	YLR131C	ACE2	-	WGD	WGD_in_SSDCluster
chrXII	407283	408156	YLR132C	USB1	-	singletons	Singletons_in_WGDCluster
chrXII	408445	410194	YLR133W	CKI1	+	WGD	WGD_in_SSDCluster
chrXII	410723	412415	YLR134W	PDC5	+	SSD	SSD_in_WGDCluster
chrXII	413281	415528	YLR135W	SLX4	+	singletons	Singletons_in_WGDCluster
chrXII	415801	416659	YLR136C	TIS11	-	WGD	WGD_in_WGDCluster
chrXII	417006	418110	YLR137W	RKM5	+	singletons	Singletons_in_ComplementCluster
chrXII	418437	421395	YLR138W	NHA1	+	singletons	Singletons_in_ComplementCluster
chrXII	421542	423474	YLR139C	SLS1	-	singletons	Singletons_in_ComplementCluster
chrXII	423474	423801	YLR140W	YLR140W	+	singletons	Singletons_in_ComplementCluster
chrXII	423683	424775	YLR141W	RRN5	+	singletons	Singletons_in_ComplementCluster
chrXII	425186	426617	YLR142W	PUT1	+	singletons	Singletons_in_ComplementCluster
chrXII	427329	429387	YLR143W	DPH6	+	singletons	Singletons_in_ComplementCluster
chrXII	429677	432017	YLR144C	ACF2	-	SSD	SSD_in_SSDCluster
chrXII	432168	432774	YLR145W	RMP1	+	singletons	Singletons_in_SSDCluster
chrXII	432823	433726	YLR146C	SPE4	-	SSD	SSD_in_SSDCluster
chrXII	433870	434059	YLR146W-A	YLR146W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	434158	434464	YLR147C	SMD3	-	singletons	Singletons_in_ComplementCluster
chrXII	434641	437398	YLR148W	PEP3	+	singletons	Singletons_in_ComplementCluster
chrXII	437631	439824	YLR149C	YLR149C	-	singletons	Singletons_in_ComplementCluster
chrXII	440370	440457	YLR149C-A	YLR149C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	440467	441289	YLR150W	STM1	+	singletons	Singletons_in_ComplementCluster
chrXII	441715	442738	YLR151C	PCD1	-	singletons	Singletons_in_ComplementCluster
chrXII	442958	444689	YLR152C	YLR152C	-	singletons	Singletons_in_ComplementCluster
chrXII	445524	447576	YLR153C	ACS2	-	SSD	SSD_in_SSDCluster
chrXII	447982	448315	YLR154C	RNH203	-	singletons	Singletons_in_SSDCluster
chrXII	451786	457733	RDN37-1	RDN37-1	-	singletons	Singletons_in_ComplementCluster
chrXII	451786	455182	RDN25-1	RDN25-1	-	singletons	Singletons_in_ComplementCluster
chrXII	452438	452624	YLR154W-A	YLR154W-A	+	SSD	SSD_in_SSDCluster
chrXII	454392	454557	YLR154W-B	YLR154W-B	+	singletons	Singletons_in_ComplementCluster
chrXII	454696	455071	YLR154W-C	TAR1	+	singletons	Singletons_in_ComplementCluster
chrXII	455414	455572	RDN58-1	RDN58-1	-	singletons	Singletons_in_ComplementCluster
chrXII	455433	455637	YLR154W-E	YLR154W-E	+	singletons	Singletons_in_ComplementCluster
chrXII	455883	456024	YLR154W-F	YLR154W-F	+	singletons	Singletons_in_ComplementCluster
chrXII	455933	457733	RDN18-1	RDN18-1	-	singletons	Singletons_in_ComplementCluster
chrXII	459676	459797	RDN5-1	RDN5-1	+	singletons	Singletons_in_ComplementCluster
chrXII	460923	464319	RDN25-2	RDN25-2	-	singletons	Singletons_in_ComplementCluster
chrXII	460923	466870	RDN37-2	RDN37-2	-	singletons	Singletons_in_ComplementCluster
chrXII	462522	462672	YLR154C-G	YLR154C-G	-	singletons	Singletons_in_ComplementCluster
chrXII	464551	464709	RDN58-2	RDN58-2	-	singletons	Singletons_in_ComplementCluster
chrXII	465070	466870	RDN18-2	RDN18-2	-	singletons	Singletons_in_ComplementCluster
chrXII	468813	468932	RDN5-2	RDN5-2	+	singletons	Singletons_in_ComplementCluster
chrXII	468827	468959	YLR154C-H	YLR154C-H	-	singletons	Singletons_in_ComplementCluster
chrXII	469317	470406	YLR155C	ASP3-1	-	singletons	Singletons_in_ComplementCluster
chrXII	472113	472458	YLR156W	YLR156W	+	singletons	Singletons_in_ComplementCluster
chrXII	472465	472584	RDN5-3	RDN5-3	+	singletons	Singletons_in_ComplementCluster
chrXII	472479	472611	YLR156C-A	YLR156C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	472969	474058	YLR157C	ASP3-2	-	singletons	Singletons_in_ComplementCluster
chrXII	475764	475977	YLR157W-D	YLR157W-D	+	singletons	Singletons_in_ComplementCluster
chrXII	476333	481602	YLR157C-B	YLR157C-B	-	singletons	Singletons_in_ComplementCluster
chrXII	480279	481602	YLR157C-A	YLR157C-A	-	singletons	Singletons_in_ComplementCluster
chrXII	481873	482038	YLR157W-E	YLR157W-E	+	singletons	Singletons_in_ComplementCluster
chrXII	482045	482164	RDN5-4	RDN5-4	+	singletons	Singletons_in_ComplementCluster
chrXII	482059	482191	YLR157C-C	YLR157C-C	-	SSD	SSD_in_SSDCluster
chrXII	482549	483638	YLR158C	ASP3-3	-	SSD	SSD_in_SSDCluster
chrXII	485345	485690	YLR159W	YLR159W	+	SSD	SSD_in_SSDCluster
chrXII	485697	485816	RDN5-5	RDN5-5	+	singletons	Singletons_in_ComplementCluster
chrXII	485711	485843	YLR159C-A	YLR159C-A	-	SSD	SSD_in_SSDCluster
chrXII	486201	487290	YLR160C	ASP3-4	-	SSD	SSD_in_SSDCluster
chrXII	488997	489342	YLR161W	YLR161W	+	singletons	Singletons_in_ComplementCluster
chrXII	489349	489470	RDN5-6	RDN5-6	+	singletons	Singletons_in_ComplementCluster
chrXII	489573	489930	YLR162W	YLR162W	+	singletons	Singletons_in_SSDCluster
chrXII	490406	490595	YLR162W-A	YLR162W-A	+	SSD	SSD_in_SSDCluster
chrXII	491867	493256	YLR163C	MAS1	-	SSD	SSD_in_SSDCluster
chrXII	492813	492927	YLR163W-A	YLR163W-A	+	singletons	Singletons_in_ComplementCluster
chrXII	493884	494391	YLR164W	SHH4	+	WGD	WGD_in_SSDCluster
chrXII	494495	495260	YLR165C	PUS5	-	singletons	Singletons_in_WGDCluster
chrXII	495430	498046	YLR166C	SEC10	-	singletons	Singletons_in_WGDCluster
chrXII	498948	499407	YLR167W	RPS31	+	singletons	Singletons_in_WGDCluster
chrXII	499579	500272	YLR168C	UPS2	-	WGD	WGD_in_SSDCluster
chrXII	500336	500690	YLR169W	YLR169W	+	singletons	Singletons_in_ComplementCluster
chrXII	500580	501051	YLR170C	APS1	-	SSD	SSD_in_WGDCluster
chrXII	500734	501124	YLR171W	YLR171W	+	singletons	Singletons_in_WGDCluster
chrXII	501261	502164	YLR172C	DPH5	-	singletons	Singletons_in_WGDCluster
chrXII	502422	504249	YLR173W	YLR173W	+	singletons	Singletons_in_WGDCluster
chrXII	504592	505831	YLR174W	IDP2	+	WGD	WGD_in_WGDCluster
chrXII	506135	507587	YLR175W	CBF5	+	singletons	Singletons_in_WGDCluster
chrXII	507798	510234	YLR176C	RFX1	-	singletons	Singletons_in_WGDCluster
chrXII	511055	512942	YLR177W	YLR177W	+	WGD	WGD_in_WGDCluster
chrXII	513163	513823	YLR178C	TFS1	-	SSD	SSD_in_WGDCluster
chrXII	514109	514715	YLR179C	YLR179C	-	SSD	SSD_in_WGDCluster
chrXII	515263	516412	YLR180W	SAM1	+	WGD	WGD_in_WGDCluster
chrXII	516679	517672	YLR181C	VTA1	-	singletons	Singletons_in_WGDCluster
chrXII	517941	520353	YLR182W	SWI6	+	singletons	Singletons_in_WGDCluster
chrXII	520544	522014	YLR183C	TOS4	-	WGD	WGD_in_WGDCluster
chrXII	522107	522455	YLR184W	YLR184W	+	singletons	Singletons_in_WGDCluster
chrXII	522664	523290	YLR185W	RPL37A	+	singletons	Singletons_in_ComplementCluster
chrXII	523633	524392	YLR186W	EMG1	+	singletons	Singletons_in_WGDCluster
chrXII	524866	527947	YLR187W	SKG3	+	WGD	WGD_in_WGDCluster
chrXII	528301	530389	YLR188W	MDL1	+	SSD	SSD_in_SSDCluster
chrXII	530798	534395	YLR189C	ATG26	-	singletons	Singletons_in_ComplementCluster
chrXII	535215	536691	YLR190W	MMR1	+	singletons	Singletons_in_ComplementCluster
chrXII	537273	538434	YLR191W	PEX13	+	singletons	Singletons_in_ComplementCluster
chrXII	538793	539591	YLR192C	HCR1	-	singletons	Singletons_in_ComplementCluster
chrXII	540010	540538	YLR193C	UPS1	-	singletons	Singletons_in_ComplementCluster
chrXII	540810	541575	YLR194C	NCW2	-	singletons	Singletons_in_ComplementCluster
chrXII	541938	543306	YLR195C	NMT1	-	singletons	Singletons_in_ComplementCluster
chrXII	543969	545700	YLR196W	PWP1	+	singletons	Singletons_in_ComplementCluster
chrXII	546098	547613	YLR197W	NOP56	+	SSD	SSD_in_SSDCluster
chrXII	547287	547647	YLR198C	YLR198C	-	singletons	Singletons_in_ComplementCluster
chrXII	547854	548771	YLR199C	PBA1	-	singletons	Singletons_in_ComplementCluster
chrXII	549013	549358	YLR200W	YKE2	+	singletons	Singletons_in_ComplementCluster
chrXII	549512	550295	YLR201C	COQ9	-	singletons	Singletons_in_ComplementCluster
chrXII	550195	550638	YLR202C	YLR202C	-	singletons	Singletons_in_ComplementCluster
chrXII	550651	551962	YLR203C	MSS51	-	singletons	Singletons_in_ComplementCluster
chrXII	552271	552607	YLR204W	QRI5	+	singletons	Singletons_in_ComplementCluster
chrXII	552725	553679	YLR205C	HMX1	-	singletons	Singletons_in_ComplementCluster
chrXII	554579	556421	YLR206W	ENT2	+	WGD	WGD_in_WGDCluster
chrXII	556789	559291	YLR207W	HRD3	+	singletons	Singletons_in_WGDCluster
chrXII	559552	560446	YLR208W	SEC13	+	SSD	SSD_in_WGDCluster
chrXII	560798	561734	YLR209C	PNP1	-	SSD	SSD_in_WGDCluster
chrXII	562009	563392	YLR210W	CLB4	+	WGD	WGD_in_SSDCluster
chrXII	563793	564533	YLR211C	ATG38	-	singletons	Singletons_in_ComplementCluster
chrXII	564861	566283	YLR212C	TUB4	-	singletons	Singletons_in_SSDCluster
chrXII	566655	567924	YLR213C	CRR1	-	SSD	SSD_in_SSDCluster
chrXII	568568	570629	YLR214W	FRE1	+	singletons	Singletons_in_SSDCluster
chrXII	570777	571860	YLR215C	CDC123	-	singletons	Singletons_in_SSDCluster
chrXII	572097	573213	YLR216C	CPR6	-	SSD	SSD_in_SSDCluster
chrXII	572910	573234	YLR217W	YLR217W	+	singletons	Singletons_in_SSDCluster
chrXII	573467	573920	YLR218C	YLR218C	-	singletons	Singletons_in_SSDCluster
chrXII	574152	576339	YLR219W	MSC3	+	singletons	Singletons_in_SSDCluster
chrXII	576826	577795	YLR220W	CCC1	+	singletons	Singletons_in_SSDCluster
