NoPair	geneNameA	chromA	startA	endA	strandA	distTelomerA	distCentromereA	distanceARSA	Nucleosome_Neigh_geneA	geneNameB	chromB	startB	endB	strandB	distTelomerB	distCentromereB	distanceARSB	Chrom_Dist	Type	nucCor_prom	nucCor_SEQ	Jaccard_tf	dist	nameA	nameB	Distance_a_b_corrected	ACS	Ranking	Nucleosome_Neigh_geneB	PairRank	PairACS	NumA	NeighbA_ACS	NeighbA_Rank	NumB	NeighbB_ACS	NeighbB_Rank
316	YIL075C	chrIX	217859	220697	-	0.495264	0.375431	2941	-0.0479695873149144	YHR027C	chrVIII	161722	164704	-	0.287433	0.120674	3830	DIFF	SSD	-0.3152291	-0.3151578	0.2222222222	NA	RPN2	RPN1	0.0699784786	3.2	1	0.172167120236611	1	3.2	82	1.16707317073171	1985.76829268293	72	1.4625	1445.68055555556
317	YIL078W	chrIX	212495	214700	+	0.483069	0.392241	0	0.107937053193417	YKL194C	chrXI	77262	78651	-	0.11593	0.816957	10143	DIFF	SSD	0.3547874	0.3580256	0.125	NA	THS1	MST1	0.423293438	1.4	1992	0.116742269233494	1992	1.4	72	1.08888888888889	2338.75	110	1.56545454545455	1567.42727272727
939	YIL079C	chrIX	210919	212002	-	0.479487	0.399804	2674	0.0803227639458533	YDL175C	chrIV	144484	145519	-	0.0943157	0.672535	20583	DIFF	WGD	0.400066132	0.5092851	0.1538461538	NA	AIR1	AIR2	0.1081052309	1.5	1506	0.130891599060906	1506	1.5	72	1.10555555555556	2266.44444444444	110	0.976363636363636	2657.48181818182
940	YIL085C	chrIX	200486	202040	-	0.455769	0.427728	12636	0.203102567167171	YNL029C	chrXIV	577206	578775	-	0.262081	0.0777678	8682	DIFF	WGD	-0.095338367	-0.0715692	0.125	NA	KTR7	KTR5	0.1708130308	1.6	695	-0.0381732889858953	695	1.6	72	0.958333333333333	2299.68055555556	90	1.06444444444444	2578.8
941	YIL095W	chrIX	183933	186366	+	0.418139	0.471665	8579	-0.015906674538329	YNL020C	chrXIV	595624	597541	-	0.238155	0.0479746	11923	DIFF	WGD	0.1194522	0.5436401	0.1785714286	NA	PRK1	ARK1	0.1705149787	1.5	143	-0.0187310252021166	143	1.5	110	1.06727272727273	2685.16363636364	97	0.823711340206186	2814.90721649485
318	YIL103W	chrIX	171747	173025	+	0.390436	0.509061	2010	0.034447999489452	YKL191W	chrXI	81039	82644	+	0.121597	0.807908	6150	DIFF	SSD	0.4046172	0.3805866	0.25	NA	DPH1	DPH2	0.5365133905	2.6	240	0.0931534568665923	240	2.6	65	1.00461538461538	2763.63076923077	110	1.54545454545455	1639.15454545455
942	YIL105C	chrIX	167577	169638	-	0.380956	0.518555	5397	-0.00392102677548854	YNL047C	chrXIV	539912	541883	-	0.309117	0.136338	4089	DIFF	WGD	-0.428571429	-0.2113755	0.2083333333	NA	SLM1	SLM2	0.5522280572	1.6	908	0.285582948734133	908	1.6	72	1.28333333333333	2341.27777777778	86	1.14767441860465	2031.09302325581
319	YIL107C	chrIX	163274	165758	-	0.371174	0.529431	9277	0.00990684659226688	YJL155C	chrX	129280	130639	-	0.173358	0.696506	15451	DIFF	SSD	-0.09563651	0.1294539	0.2	NA	PFK26	FBP26	0.0025448133	3.4	1	0.0641068566561308	1	3.4	90	1.48222222222222	1776.53333333333	90	1.28222222222222	2143.12222222222
943	YIL109C	chrIX	157381	160162	-	0.357778	0.545118	14873	0.113862534123509	YNL049C	chrXIV	535282	537913	-	0.314179	0.142641	8059	DIFF	WGD	0.445286189	0.4253573	0.125	NA	SEC24	SFB2	0.6419949203	2.2	41	0.133309153173504	41	2.2	90	1.50222222222222	1493.42222222222	107	1.24205607476636	1885.93457943925
944	YIL113W	chrIX	150555	151185	+	0.34226	0.570281	14221	0.126232347606398	YNL053W	chrXIV	529943	531413	+	0.322466	0.152961	14559	DIFF	WGD	-0.112871508	-0.1008713	0.1176470588	NA	SDP1	MSG5	0.2186442814	1.1	2747	0.00432323652764098	2747	1.1	90	1.41111111111111	1661.38888888889	72	1.37222222222222	1664.23611111111
945	YIL114C	chrIX	149139	149985	-	0.339041	0.573645	12805	0.186198874532459	YNL055C	chrXIV	517995	518847	-	0.338487	0.17291	18760	DIFF	WGD	0.318815956	0.3262742	0.1785714286	NA	POR2	POR1	0.72908153	1.1	3897	0.0940749476349381	3897	1.1	90	1.51333333333333	1482.52222222222	72	1.26388888888889	1901.11111111111
320	YIL115C	chrIX	144323	148706	-	0.328093	0.57723	7989	-0.0162683059195095	YDR192C	chrIV	843566	844859	-	0.448496	0.363284	37292	DIFF	SSD	-0.147442	-0.09329556	0.3333333333	NA	NUP159	NUP42	0.0276659082	1.2	2713	0.131874738393849	2713	1.2	90	1.52444444444444	1399.3	90	1.25333333333333	1935.77777777778
946	YIL117C	chrIX	140609	141566	-	0.319649	0.597245	4275	0.00789362016040317	YNL058C	chrXIV	515764	516715	-	0.341205	0.176295	16529	DIFF	WGD	0.157683306	0.2387224	0.2857142857	NA	PRM5	YNL058C	0.4172128402	1.3	1915	-0.0125618640382223	1915	1.3	90	1.46666666666667	1163.05555555556	72	1.33611111111111	1953.31944444444
321	YIL118W	chrIX	139748	140444	+	0.317692	0.60039	3414	0.0845043399316314	YPR165W	chrXVI	875363	875993	+	0.0760172	0.814066	4864	DIFF	SSD	-0.1611646	-0.09329556	0.2857142857	NA	RHO3	RHO1	1	1.5	1224	0.0915134082180087	1224	1.5	90	1.46222222222222	1201.9	90	1.33333333333333	1752.41111111111
47	YIL121W	chrIX	132240	133869	+	0.300624	0.61882	2226	0.021025383305697	YIL120W	chrIX	134413	136105	+	0.305564	0.612552	0	SAME	SSD	-0.2075143	-0.309531	0.3	544	QDR2	QDR1	NA	1.6	225	0.00560934906347121	225	1.6	110	1.49636363636364	1219.90909090909	90	1.53555555555556	1030.98888888889
947	YIL123W	chrIX	128150	129578	+	0.291326	0.630848	6517	-0.0532215415408472	YNL066W	chrXIV	501516	502779	+	0.358973	0.19842	2281	DIFF	WGD	0.349167969	0.2099548	0.3225806452	NA	SIM1	SUN4	0.2368123448	2.8	11	0.0662029416493219	11	2.8	110	1.36181818181818	1738.9	72	1.99444444444444	869.194444444444
948	YIL131C	chrIX	100780	102235	-	0.229105	0.707494	3587	0.0326233144412983	YNL068C	chrXIV	495702	498291	-	0.364695	0.205546	701	DIFF	WGD	-0.204479453	-0.1171872	0.0952380952	NA	FKH1	FKH2	0.2441880398	1.9	545	-0.0162091684547287	545	1.9	72	1.57777777777778	1061.06944444444	72	1.66388888888889	1232.08333333333
949	YIL133C	chrIX	98526	99416	-	0.223981	0.715396	6406	-0.0525210862349867	YNL069C	chrXIV	493957	495003	-	0.368887	0.210766	3989	DIFF	WGD	0.434375547	0.3954829	0.2692307692	NA	RPL16A	RPL16B	0.269575982	4.7	5	-0.0594530567672807	5	4.7	72	1.50833333333333	1519.58333333333	72	1.63055555555556	1417.81944444444
950	YIL135C	chrIX	95064	96375	-	0.216111	0.72392	9447	0.0694254579803496	YNL074C	chrXIV	486767	488126	-	0.377655	0.221684	10866	DIFF	WGD	0.774819455	0.6116806	0.1666666667	NA	VHS2	MLF3	0.3596950921	2.1	9	0.132138872355571	9	2.1	72	1.38333333333333	1598.5	110	1.51272727272727	1396.34545454545
951	YIL138C	chrIX	89229	89715	-	0.202846	0.742589	16107	0.145550792812458	YNL079C	chrXIV	478567	479167	-	0.389078	0.235907	19825	DIFF	WGD	0.347445626	0.3433583	0	NA	TPM2	TPM1	0.3707813744	2.9	1	0.105851927199078	1	2.9	56	1.31071428571429	1685.85714285714	110	1.50545454545455	1332.15454545455
952	YIL148W	chrIX	68707	69528	+	0.156193	0.799176	36294	0.0709989328776572	YKR094C	chrXI	617637	618392	-	0.072116	0.78324	5523	DIFF	WGD	0.122807018	0.2539881	0.2272727273	NA	RPL40A	RPL40B	NA	4.6	1	0.00342130857708948	1	4.6	110	1.22909090909091	1981.51818181818	97	1.24742268041237	2487.34020618557
953	YIL149C	chrIX	63027	68067	-	0.143281	0.803271	37755	-0.0637132453338325	YKR095W	chrXI	619446	625074	+	0.0620898	0.791273	7332	DIFF	WGD	-0.11836983	-0.08065375	0.1111111111	NA	MLP2	MLP1	0.277139307	2.5	1	0.0157869516932211	1	2.5	110	1.22727272727273	2075.06363636364	97	1.23505154639175	2544.15463917526
954	YIL151C	chrIX	57337	60694	-	0.130345	0.823939	40554	-0.0232278017522906	YKR096W	chrXI	626434	630022	+	0.0546654	0.822302	12343	DIFF	WGD	0.113200831	0.1208335	0.1904761905	NA	ESL1	ESL2	0.1488597101	1	40	-0.0626749889819133	40	1	110	1.28	1953.86363636364	97	1.23814432989691	2552.81443298969
955	YIL156W	chrIX	48090	51306	+	0.109324	0.850254	31307	0.142854483412499	YKR098C	chrXI	632663	634817	-	0.0474706	0.849961	7548	DIFF	WGD	-0.276780395	-0.1621424	0.0384615385	NA	UBP7	UBP11	0.3353896589	1.3	1794	-0.0484832017081076	1794	1.3	74	1.16756756756757	2355.95945945946	95	1.55157894736842	2202.98947368421
956	YIL158W	chrIX	46200	46815	+	0.105027	0.862843	29417	-0.00351727251513884	YKR100C	chrXI	638538	639606	-	0.0402849	0.876048	2759	DIFF	WGD	0.100016533	0.01194291	0.1111111111	NA	AIM20	SKG1	0.0416440773	0.6	4228	0.0592884722338343	4228	0.6	71	1.03380281690141	2740.04225352113	94	1.51276595744681	1807.85106382979
322	YIL159W	chrIX	41824	45952	+	0.0950794	0.865262	25041	-0.0154399930646626	YNL271C	chrXIV	129522	135384	-	0.165136	0.781703	2718	DIFF	SSD	-0.05157106	-0.03277368	0.1379310345	NA	BNR1	BNI1	NA	1.4	782	0.0669144047604981	782	1.4	71	0.991549295774648	2731.38028169014	105	1.0847619047619	2472.38095238095
323	YIL166C	chrIX	30937	32566	-	0.0703297	0.902785	14154	-0.00284751508283552	YOL163W	chrXV	9936	10605	+	0.00910483	0.961178	62033	DIFF	SSD	-0.1873172	-0.1473431	0	NA	YIL166C	YOL163W	NA	1.2	24	0.0145569813426503	24	1.2	42	0.971428571428571	2486.38095238095	85	0.951764705882353	1573.78823529412
324	YIL169C	chrIX	23118	26106	-	0.0525546	0.920893	6335	0.0167938840449872	YOL155C	chrXV	28701	31605	-	0.0263001	0.897096	41033	DIFF	SSD	0.2459415	0.1537439	0.347826087	NA	YIL169C	HPF1	NA	4.1	1	-0.00948546646761881	1	4.1	30	1.04666666666667	1867.66666666667	72	1.11111111111111	1994.31944444444
325	YIL172C	chrIX	16783	18553	-	0.0381532	0.942065	0	0.0621976801791778	YJL221C	chrX	16766	18536	-	0.0224823	0.952785	0	DIFF	SSD	0.75	0.4277926	0	NA	IMA3	IMA4	NA	3.3	1	0.0459389453140091	1	3.3	12	0.833333333333333	2376.5	56	1.23928571428571	1284.44642857143
326	YIL176C	chrIX	8792	9155	-	0.019987	0.968409	0	-0.0701754684325341	YJL223C	chrX	8775	9138	-	0.0117668	0.97427	833	DIFF	SSD	1	0.9255952	0	NA	PAU14	PAU1	NA	4	1	-0.0112946688226126	1	4	0	NA	NA	0	NA	NA
327	YIL177C	chrIX	482	6147	-	0.00109574	0.976841	0	0.000474037887554898	YJL225C	chrX	465	6130	-	0.000623541	0.981146	0	DIFF	SSD	0.1658588	0.5683649	0	NA	YIL177C	YJL225C	NA	3.3	1	-0.0642753588410282	1	3.3	0	NA	NA	0	NA	NA
329	YIR013C	chrIX	380015	380381	-	0.135272	0.279901	16798	-0.0553857432046235	YLR013W	chrXII	171337	171763	+	0.158914	0.0209355	14455	DIFF	SSD	-0.1627907	-0.1647141	0.2903225806	NA	GAT4	GAT3	NA	1.7	73	-0.00902132314392353	73	1.7	92	1.05652173913043	1983.98913043478	110	1.52909090909091	1459.32727272727
957	YIR018W	chrIX	384605	385343	+	0.123991	0.335109	21388	0.134709325976183	YOL028C	chrXV	270633	271371	-	0.247994	0.165437	6160	DIFF	WGD	0.316012864	0.1141228	0.1875	NA	YAP5	YAP7	0.0897134539	1.1	2501	0.0907338777993353	2501	1.1	69	0.88695652173913	2091.3768115942	110	1.22727272727273	2154.53636363636
958	YIR021W	chrIX	397290	398382	+	0.0943497	0.487683	13436	0.131475640638066	YKL011C	chrXI	419797	420859	-	0.36851	0.0414077	2738	DIFF	WGD	-0.314800094	-0.2120385	0.1764705882	NA	MRS1	CCE1	0.216443965	1	3590	-0.102580499505853	3590	1	38	0.752631578947368	2937.57894736842	110	1.58181818181818	1311.94545454545
330	YIR031C	chrIX	413011	414676	-	0.0573082	0.676774	959	0.0516871614877956	YNL117W	chrXIV	406359	408024	+	0.479783	0.348855	4245	DIFF	SSD	-0.003555568	-0.02687885	0.15	NA	DAL7	MLS1	NA	1.9	31	-0.0302059369950049	31	1.9	90	1.62666666666667	1467.58888888889	110	1.18545454545455	2470.40909090909
959	YIR033W	chrIX	416120	419462	+	0.046428	0.714169	4068	0.136732543299036	YKL020C	chrXI	398474	401723	-	0.397223	0.0847758	9568	DIFF	WGD	0.179519657	0.1194522	0.1666666667	NA	MGA2	SPT23	0.2338738081	1.4	597	0.0316704675836439	597	1.4	72	1.56666666666667	1518.68055555556	83	1.27710843373494	1827.46987951807
48	YIR036C	chrIX	422070	422862	-	0.0386988	0.785735	10018	0.0778860332095551	YIR035C	chrIX	421022	421787	-	0.0411426	0.77313	8970	SAME	SSD	-0.06499234	-0.0844908	0.1428571429	283	IRC24	YIR035C	NA	1.1	3506	-0.0849128402310685	3506	1.1	90	1.50666666666667	1721.51111111111	72	1.725	1297.54166666667
960	YIR037W	chrIX	423124	423616	+	0.0369847	0.798412	11072	0.155114958089345	YKL026C	chrXI	389022	389526	-	0.415525	0.112418	116	DIFF	WGD	-0.296374489	-0.2421611	0.2941176471	NA	HYR1	GPX1	NA	2.4	143	-0.0145177632048128	143	2.4	90	1.42444444444444	1692.63333333333	90	1	2797.34444444444
49	YJL014W	chrX	407550	409155	+	0.451344	0.0597885	8034	-0.028057567207445	YJL111W	chrX	207871	209524	+	0.278744	0.516166	19024	SAME	SSD	-0.1230915	0.2453657	0	198026	CCT3	CCT7	0.351860469	3.5	2	0.0440502052824746	2	3.5	90	1.18444444444444	2534.27777777778	72	1.35	1977.68055555556
332	YJL031C	chrX	386361	387432	-	0.480474	0.10945	10140	-0.0317460962805362	YKL019W	chrXI	402210	403161	+	0.395066	0.0815169	13304	DIFF	SSD	-0.2078699	-0.1334555	0.1666666667	NA	BET4	RAM2	0.1367547738	1.3	2486	0.0170242534166063	2486	1.3	110	1.15090909090909	2266.11818181818	83	1.27228915662651	1795.13253012048
333	YJL033W	chrX	383830	386143	+	0.482202	0.112396	7609	-0.0147619356248982	YMR290C	chrXIII	850072	851590	-	0.0787935	0.886528	12146	DIFF	SSD	0.5247498	-0.02923974	0.1052631579	NA	HCA4	HAS1	0.2458557704	3.8	55	0.0550207453587688	55	3.8	110	1.24545454545455	2141.77272727273	101	1.24356435643564	2009.26732673267
50	YJL037W	chrX	376655	377330	+	0.49402	0.132544	434	-0.0263173361291027	YJL038C	chrX	375108	375768	-	0.496115	0.136115	0	SAME	SSD	-0.321403	0.02365303	0.2105263158	887	IRC18	LOH1	NA	2.9	1	0.00755479207137384	1	2.9	110	1.18727272727273	2317.52727272727	110	1.29454545454545	2021.23636363636
961	YJL045W	chrX	356017	357922	+	0.4774	0.176913	16953	-0.126112711033499	YKL148C	chrXI	169211	171134	-	0.253897	0.607362	16035	DIFF	WGD	-0.327326835	-0.2358106	0.1071428571	NA	YJL045W	SDH1	0.0937640277	2.1	54	-0.066959695769415	54	2.1	72	1.23055555555556	2051.93055555556	87	1.35747126436782	2147.11494252874
962	YJL047C	chrX	349573	352102	-	0.468759	0.190218	12050	0.00261630712352207	YBR259W	chrII	730381	732448	+	0.0992772	0.85572	9105	DIFF	WGD	-0.369643932	-0.1975176	0.0833333333	NA	RTT101	YBR259W	NA	0.7	5275	0.233707899323435	5275	0.7	72	1.1	2364.52777777778	100	1.352	1425.8
334	YJL050W	chrX	342515	345737	+	0.459295	0.204769	4992	-0.0388793189757466	YLR398C	chrXII	915155	919019	-	0.147616	0.823997	781	DIFF	SSD	-0.1653954	-0.1381594	0.2	NA	MTR4	SKI2	NA	1.8	1038	0.192014139911784	1038	1.8	62	1.21129032258065	2127.25806451613	90	1.21777777777778	2108.33333333333
335	YJL056C	chrX	330424	333067	-	0.443081	0.233734	4209	-0.0185248756386085	YOR113W	chrXV	534075	536820	+	0.489398	0.270269	29591	DIFF	SSD	0.009949879	-0.04383486	0.1111111111	NA	ZAP1	AZF1	NA	1.4	482	0.14033159126655	482	1.4	101	1.24158415841584	1865	88	1.31363636363636	1697.52272727273
336	YJL062W	chrX	317277	319770	+	0.425452	0.264132	17506	0.150650489751859	YLL031C	chrXII	77150	80204	-	0.0715561	0.458219	11214	DIFF	SSD	0.4157346	0.4213626	0.1666666667	NA	LAS21	GPI13	0.3059079942	2.3	5	0.0984066485773061	5	2.3	108	1.21481481481481	2161.32407407407	110	1.22909090909091	2273.30909090909
337	YJL074C	chrX	299150	302843	-	0.401145	0.302829	0	0.0456697748738398	YFR031C	chrVI	216581	220094	-	0.185284	0.555546	0	DIFF	SSD	-0.04682929	-0.03055662	0.28	NA	SMC3	SMC2	0.0518542472	2.3	46	0.107412309323699	46	2.3	72	1.40833333333333	1680.48611111111	72	1.23333333333333	2250.08333333333
963	YJL076W	chrX	295238	298808	+	0.395899	0.312053	0	-0.00830802432244948	YKR010C	chrXI	458566	460882	-	0.308456	0.0769111	1460	DIFF	WGD	-0.052753496	0.2136831	0.125	NA	NET1	TOF2	0.512954606	1.6	881	0.00285951387762071	881	1.6	72	1.48055555555556	1379.625	110	1.16181818181818	2385.08181818182
338	YJL078C	chrX	291329	293975	-	0.390657	0.323102	4796	0.0629068261686808	YKR013W	chrXI	463601	464591	+	0.302891	0.0992682	217	DIFF	SSD	-0.09563651	-0.006722775	0.2777777778	NA	PRY3	PRY2	NA	1.8	34	0.0308517273811424	34	1.8	72	1.45833333333333	1482.06944444444	101	1.15346534653465	2552.75247524752
964	YJL079C	chrX	289868	290768	-	0.388698	0.330434	8003	0.0825203198570954	YKR013W	chrXI	463601	464591	+	0.302891	0.0992682	217	DIFF	WGD	-0.120994379	-0.123876	0.1764705882	NA	PRY1	PRY2	NA	2.2	43	0.0308517273811424	43	2.2	72	1.53888888888889	1250.40277777778	101	1.15346534653465	2552.75247524752
965	YJL082W	chrX	281178	283374	+	0.377045	0.347337	15397	-0.0164635418345704	YKR018C	chrXI	473365	475543	-	0.286458	0.142624	9981	DIFF	WGD	0.128182385	-0.01560792	0.1785714286	NA	IML2	YKR018C	0.0164496125	1	3949	0.18097723886226	3949	1	90	1.31111111111111	2029.62222222222	102	1.22745098039216	2218.12745098039
966	YJL083W	chrX	278834	280649	+	0.373902	0.353567	18122	-0.0235018780353831	YKR019C	chrXI	475858	477706	-	0.283212	0.153693	12474	DIFF	WGD	-0.156173762	-0.1904762	0.1304347826	NA	TAX4	IRS4	0.1133246763	1.4	909	0.147076623857124	909	1.4	110	1.29636363636364	2028.86363636364	102	1.20980392156863	2218.80392156863
967	YJL084C	chrX	274855	277996	-	0.368566	0.359632	20775	0.0902393075617016	YKR021W	chrXI	478876	481624	+	0.277333	0.167094	15492	DIFF	WGD	0.026860765	0.02583073	0.0454545455	NA	ALY2	ALY1	0.0117711656	2.1	12	0.240425872864583	12	2.1	110	1.29818181818182	2019.32727272727	103	1.33300970873786	2195.80582524272
339	YJL089W	chrX	265919	268409	+	0.356584	0.381549	30362	0.0347592050907577	YMR280C	chrXIII	827026	831328	-	0.100712	0.851358	6435	DIFF	SSD	NA	-0.1147079	0.28125	NA	SIP4	CAT8	0.1020643231	2.1	128	-0.0471855188294688	128	2.1	110	1.35272727272727	1632.15454545455	110	1.30727272727273	2012
340	YJL092W	chrX	257416	260941	+	0.345182	0.398621	28378	-0.0590185015044831	YOL095C	chrXV	139226	141347	-	0.127579	0.562212	25142	DIFF	SSD	-0.00860233	0.0327381	0.1851851852	NA	SRS2	HMI1	0.033804361	1.2	2116	0.0463096293921608	2116	1.2	110	1.51090909090909	1397.57272727273	72	1.30555555555556	2043.31944444444
968	YJL098W	chrX	242076	245253	+	0.324611	0.434486	13038	-0.0284563406358721	YKR028W	chrXI	493899	497196	+	0.253968	0.233802	19463	DIFF	WGD	0.311804782	0.1212741	0.2857142857	NA	SAP185	SAP190	0.0150926108	1.9	591	0.125858217642584	591	1.9	110	1.60181818181818	1216.73636363636	110	1.18545454545455	2303.86363636364
969	YJL099W	chrX	239408	241649	+	0.321034	0.442725	10370	-0.0344899262750996	YKR027W	chrXI	491006	493304	+	0.259808	0.220956	23355	DIFF	WGD	-0.031219527	-0.01282895	0	NA	CHS6	BCH2	0.2391642786	1.8	98	0.200788488856766	98	1.8	90	1.58222222222222	1275.15555555556	110	1.33090909090909	1924.82727272727
341	YJL102W	chrX	231295	233755	+	0.310155	0.460772	2257	-0.00402060116895925	YLR069C	chrXII	271630	273916	-	0.251935	0.129217	15305	DIFF	SSD	-0.2267324	-0.1213098	0.03125	NA	MEF2	MEF1	NA	2.1	191	0.429404181691847	191	2.1	90	1.44888888888889	1657.23333333333	110	1.16545454545455	2507.56363636364
342	YJL103C	chrX	229019	230876	-	0.307103	0.467353	0	-0.0487037651477915	YBR239C	chrII	698348	699938	-	0.139256	0.799899	4353	DIFF	SSD	-0.1383566	-0.09291436	0.0384615385	NA	GSM1	ERT1	NA	0.6	5613	-0.0311265277475903	5613	0.6	90	1.35777777777778	1844.24444444444	110	1.03818181818182	2440.74545454545
970	YJL105W	chrX	225049	226732	+	0.301779	0.476827	1816	-0.0374822802979145	YKR029C	chrXI	497219	499475	-	0.250548	0.248544	17184	DIFF	WGD	0.206804765	0.2875367	0.2941176471	NA	SET4	SET3	0.0882919361	0.9	3869	0.175450003243853	3869	0.9	90	1.28	2289.64444444444	110	1.23454545454545	2256.18181818182
971	YJL110C	chrX	209916	211572	-	0.281486	0.511484	16976	-0.0416299216606559	YKR034W	chrXI	506539	507349	+	0.238734	0.289928	9310	DIFF	WGD	-0.421463615	-0.2146759	0	NA	GZF3	DAL80	0.4441324814	1.4	1556	0.204504824984063	1556	1.4	72	1.29166666666667	2284.47222222222	110	1.09636363636364	2327.57272727273
972	YJL112W	chrX	205299	207444	+	0.275295	0.520921	21104	-0.0277407417466257	YKR036C	chrXI	508343	510275	-	0.234343	0.297938	6384	DIFF	WGD	-0.123612847	-0.1335128	0.2	NA	MDV1	CAF4	0.1772581299	1.5	1452	-0.0230126665275927	1452	1.5	72	1.40833333333333	1755.30555555556	110	0.927272727272727	2703.03636363636
973	YJL116C	chrX	193857	194871	-	0.259952	0.549665	33677	-0.0266726808599285	YKR042W	chrXI	519168	520266	+	0.219352	0.346005	2262	DIFF	WGD	0.117967526	0.2538514	0.0714285714	NA	NCA3	UTH1	0.334751553	1.9	154	-0.0508825529863223	154	1.9	72	1.13611111111111	1873.79166666667	110	1.04	2168.97272727273
974	YJL129C	chrX	173594	177302	-	0.232781	0.589829	51246	0.0664456362164038	YKR050W	chrXI	527456	530126	+	0.204557	0.382806	10550	DIFF	WGD	-0.298444008	-0.2543222	0.275862069	NA	TRK1	TRK2	0.0379848291	1.4	1496	0.274801786344844	1496	1.4	56	1.13928571428571	2411.78571428571	110	1.21818181818182	1922.2
975	YJL133W	chrX	160614	161559	+	0.215375	0.625819	46785	0.159611497069192	YKR052C	chrXI	532191	533106	-	0.200086	0.403831	15285	DIFF	WGD	-0.327326835	-0.2267324	0.1739130435	NA	MRS3	MRS4	0.1925162792	1.3	1951	0.0443030650097224	1951	1.3	84	0.929761904761905	3016.91666666667	110	1.20363636363636	2179.70909090909
976	YJL134W	chrX	158183	159413	+	0.212115	0.630725	44354	0.0703337563353716	YKR053C	chrXI	533708	534923	-	0.197359	0.410567	16802	DIFF	WGD	-0.109741003	-0.1745815	0	NA	LCB3	YSR3	NA	1.5	1000	0.0964638140558148	1000	1.5	84	0.988095238095238	2879.69047619048	110	1.33454545454545	1860.64545454545
977	YJL136C	chrX	156545	157269	-	0.209919	0.635627	42716	-0.00636032873884109	YKR057W	chrXI	551298	551884	+	0.17191	0.488673	29591	DIFF	WGD	-0.13815939	-0.1476854	0.125	NA	RPS21B	RPS21A	0.2306685452	5.2	1	0.144532076010796	1	5.2	83	1.0855421686747	2546.89156626506	90	1.45111111111111	1864.23333333333
978	YJL137C	chrX	154980	156123	-	0.20782	0.638247	41151	0.131147855411372	YKR058W	chrXI	552411	554262	+	0.168342	0.493615	27213	DIFF	WGD	-0.201736646	-0.1846372	0.0769230769	NA	GLG2	GLG1	0.3073960364	2.3	67	0.0991482421125782	67	2.3	82	1.21219512195122	2330.32926829268	90	1.42666666666667	1904.83333333333
979	YJL138C	chrX	153499	154687	-	0.205834	0.641529	39670	0.00445596503928108	YKR059W	chrXI	554628	555816	+	0.16601	0.503459	25659	DIFF	WGD	-0.12869789	-0.08065375	0.2380952381	NA	TIF2	TIF1	0.1392448071	5.7	1	0.210287367553195	1	5.7	101	1.24752475247525	2150.43564356436	90	1.46222222222222	1857.52222222222
980	YJL139C	chrX	151708	152995	-	0.203433	0.645397	37879	0.0166507934373548	YKR061W	chrXI	557318	558596	+	0.161839	0.515404	22879	DIFF	WGD	-0.062479833	-0.05817909	0.0769230769	NA	YUR1	KTR2	0.009449805	1.6	192	-0.0854150763919011	192	1.6	102	1.14705882352941	2458.45098039216	89	1.44606741573034	1851.31460674157
343	YJL149W	chrX	137374	139366	+	0.184211	0.676555	23545	0.00631405565831021	YDR131C	chrIV	716787	718458	-	0.467901	0.246016	13658	DIFF	SSD	-0.05763904	0.02384108	0	NA	DAS1	YDR131C	0.4054411159	1	1232	0.267808284718252	1232	1	72	0.952777777777778	2750.66666666667	90	1.03555555555556	2548.54444444444
981	YJL159W	chrX	120444	121686	+	0.161509	0.716973	6615	0.0721243990702461	YKL163W	chrXI	144405	145383	+	0.216677	0.665722	7556	DIFF	WGD	0.091059112	0.1122722	0.1052631579	NA	HSP150	PIR3	0.2503753456	3.5	1	0.0965162424291735	1	3.5	90	1.35333333333333	2115.58888888889	83	1.20240963855422	2032.4578313253
982	YJL160C	chrX	117957	118821	-	0.158174	0.723523	4128	-0.0429886271664866	YKL164C	chrXI	141798	142824	-	0.212765	0.671521	10115	DIFF	WGD	0.349167969	0.2849847	0.2	NA	YJL160C	PIR1	0.6522292418	0.7	852	-0.0173522729224137	852	0.7	90	1.24444444444444	2230.35555555556	83	1.19156626506024	2138.19277108434
983	YJL164C	chrX	109959	111153	-	0.147449	0.741053	2076	-0.0155661323436097	YKL166C	chrXI	134513	135710	-	0.201834	0.687644	17229	DIFF	WGD	-0.01970276	-0.04221537	0.1904761905	NA	TPK1	TPK3	0.1837991845	0.5	5532	-0.0058364759938567	5532	0.5	110	1.20181818181818	2370.90909090909	83	1.13734939759036	2576.04819277108
984	YJL165C	chrX	106887	109455	-	0.14333	0.744935	3774	-0.0385646668195991	YKL168C	chrXI	131292	133467	-	0.197001	0.692727	19472	DIFF	WGD	0.235925358	0.3057762	0.12	NA	HAL5	KKQ8	0.2847159743	2	55	0.0120188456129482	55	2	110	1.17090909090909	2414.59090909091	90	1.24	2464.26666666667
985	YJL177W	chrX	90783	91655	+	0.121735	0.785627	21574	0.00912082915975113	YKL180W	chrXI	109273	110134	+	0.163962	0.745607	10702	DIFF	WGD	0.66284898	0.6500112	0.3548387097	NA	RPL17B	RPL17A	0.3416038061	5.5	1	-0.0788177520729512	1	5.5	110	1.16909090909091	2189.93636363636	90	1.39555555555556	1778.41111111111
