chrom	start	end	Gene	TFNo	TFs	geneType	geneClusterType
chrXII	283508	283908	YLR076C	7	SWI5,ASH1,ACE2,SWI5,PHD1,SOK2,SOK2	singletons	Singletons_in_WGDCluster
chrXII	283572	283972	YLR077W	7	SWI5,ASH1,ACE2,SWI5,PHD1,SOK2,SOK2	singletons	Singletons_in_WGDCluster
chrXII	286460	286860	YLR078C	22	ADR1,DAL80,SOK2,STE12,SWI5,SWI5,SWI6,SWI4,STB1,MBP1,MOT3,GAT1,DAL80,GZF3,DAL82,GLN3,MOT3,DIG1,STE12,PHD1,SOK2,NRG1	singletons	Singletons_in_ComplementCluster
chrXII	286520	286920	YLR079W	22	ADR1,DAL80,SOK2,STE12,SWI5,SWI5,SWI6,SWI4,STB1,MBP1,MOT3,GAT1,DAL80,GZF3,DAL82,GLN3,MOT3,DIG1,STE12,PHD1,SOK2,NRG1	singletons	Singletons_in_WGDCluster
chrXII	287616	288016	YLR080W	5	FKH1,YAP7,MSN4,SPT2,SUM1	WGD	WGD_in_WGDCluster
chrXII	289912	290312	YLR081W	31	AFT2,MAC1,ADR1,SOK2,ROX1,FKH1,SOK2,MET31,MET32,DAL82,GLN3,GAT1,DAL80,GZF3,FKH2,FKH1,YHP1,HAP3,HAP2,HAP5,SWI4,RCS1,AFT2,YHP1,DAL80,YAP7,CIN5,FKH2,FKH1,SPT23,DIG1	singletons	Singletons_in_WGDCluster
chrXII	293473	293873	YLR082C	24	HSF1,ACE2,SWI5,HAP3,HAP2,HAP5,DIG1,STE12,DAL80,FKH1,FKH2,CAD1,YAP7,DAL82,GZF3,GAT1,DAL80,ADR1,ROX1,REB1,AFT2,RAP1,SUM1,TEC1	singletons	Singletons_in_WGDCluster
chrXII	295995	296395	YLR083C	15	FKH1,FKH2,SPT23,FKH2,FKH1,MOT3,FKH1,FKH2,DAL80,OPI1,STB4,DIG1,DIG1,SPT23,REB1	WGD	WGD_in_WGDCluster
chrXII	300152	300552	YLR084C	26	STB4,STB1,SPT23,DIG1,SPT23,REB1,HAP4,SPT23,DAL80,TEC1,TEC1,XBP1,HSF1,SUM1,SWI6,SWI4,MBP1,TEC1,STB1,DIG1,NDD1,MCM1,MOT3,SPT23,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrXII	301890	302290	YLR085C	15	DAL80,SPT23,INO2,FKH1,FKH2,YOX1,SWI4,DAL80,SPT23,ABF1,TYE7,INO2,PHO4,CBF1,INO2	singletons	Singletons_in_ComplementCluster
chrXII	301943	302343	YLR086W	15	DAL80,SPT23,INO2,FKH1,FKH2,YOX1,SWI4,DAL80,SPT23,ABF1,TYE7,INO2,PHO4,CBF1,INO2	SSD	SSD_in_SSDCluster
chrXII	315632	316032	YLR087C	17	YAP7,GCN4,BAS1,ASH1,TYE7,DAL80,SOK2,STB5,ADR1,TEC1,HAP2,HAP3,HAP5,FKH1,ROX1,AFT2,PHD1	singletons	Singletons_in_ComplementCluster
chrXII	315807	316207	YLR088W	15	DAL80,SOK2,STB5,ADR1,TEC1,HAP2,HAP3,HAP5,FKH1,ROX1,AFT2,PHD1,YAP7,MBP1,SWI6	singletons	Singletons_in_ComplementCluster
chrXII	319916	320316	YLR089C	28	MAC1,SPT2,TEC1,DIG1,STE12,FKH1,YHP1,SOK2,SUT1,ADR1,DIG1,STE12,FKH1,ACE2,PHO4,RGT1,RGT1,PHD1,REB1,RTG3,FKH1,SKN7,PHD1,SOK2,SKO1,DIG1,GCN4,STE12	WGD	WGD_in_WGDCluster
chrXII	320401	320801	YLR090W	31	SFP1,FKH1,INO2,TEC1,FKH1,DIG1,STE12,FKH1,DIG1,STE12,TEC1,SOK2,HSF1,MOT3,SOK2,GCN4,BAS1,ASH1,GLN3,DAL82,GZF3,GAT1,DAL80,GZF3,DAL80,PHD1,AFT2,UME1,SOK2,INO2,RCS1	singletons	Singletons_in_ComplementCluster
chrXII	321997	322397	YLR091W	10	SIG1,DIG1,DAL80,MOT3,SPT2,SPT23,TEC1,MSN2,AFT2,SUT1	singletons	Singletons_in_ComplementCluster
chrXII	323244	323644	YLR092W	19	INO4,MET32,MET31,FKH1,TEC1,DIG1,SOK2,DIG1,YAP7,GCN4,TEC1,MOT3,DAL80,STE12,DIG1,SFP1,SOK2,DAL80,CIN5	SSD	SSD_in_SSDCluster
chrXII	327316	327716	YLR093C	26	HAP2,HAP3,HAP5,BAS1,SPT23,YAP7,GCN4,ASH1,SPT23,DIG1,RLR1,YOX1,SIG1,RTG3,REB1,STE12,DIG1,FKH1,DAL80,AFT2,RCS1,ADR1,AFT2,MSN2,RLM1,CIN5	singletons	Singletons_in_ComplementCluster
chrXII	329139	329539	YLR094C	32	DIG1,STE12,FKH1,YHP1,INO4,TEC1,STE12,DIG1,BAS1,SWI6,SWI4,STB1,TEC1,HAP4,HAP2,HAP3,HAP5,SWI5,MSN2,AFT2,SOK2,UME6,TEC1,AZF1,RGT1,DAL80,RLR1,ASH1,RCS1,AFT2,SWI6,SWI4	singletons	Singletons_in_ComplementCluster
chrXII	332016	332416	YLR095C	25	HAP4,SFP1,YAP7,GCN4,SUM1,YOX1,FKH1,SWI5,CIN5,ABF1,UGA3,ABF1,RCS1,HAP1,SIG1,SPT23,UME1,SOK2,RPN4,MET31,MET32,AFT2,SUM1,GCN4,STE12	singletons	Singletons_in_ComplementCluster
chrXII	332290	332690	YLR096W	26	HAP1,SIG1,SPT23,UME1,SOK2,RPN4,MET31,MET32,AFT2,SUM1,GCN4,STE12,ASH1,SKN7,PHO4,SOK2,SWI4,SWI6,SPT23,STB1,SWI4,SWI6,MOT3,DIG1,THI2,SWI6	WGD	WGD_in_WGDCluster
chrXII	337166	337566	YLR097C	21	STE12,INO2,INO2,STB1,SWI4,SWI6,TEC1,FKH2,DAL80,SPT23,TEC1,GAT1,DAL80,GZF3,DAL82,ADR1,RPN4,CIN5,FKH2,FKH1,BAS1	singletons	Singletons_in_WGDCluster
chrXII	339374	339774	YLR098C	8	XBP1,SPT23,DIG1,STE12,RGT1,CIN5,SPT2,YOX1	SSD	SSD_in_WGDCluster
chrXII	340829	341229	YLR099C	25	CIN5,ROX1,SOK2,ADR1,PHO4,AFT2,PHD1,FKH1,SUM1,TEC1,SOK2,STE12,DIG1,GAL4,UME1,SIG1,FKH1,HAP3,HAP2,HAP5,HAP4,AFT2,NRG1,ADR1,PHD1	WGD	WGD_in_SSDCluster
chrXII	341025	341425	YLR099W-A	28	AFT2,PHD1,FKH1,SUM1,TEC1,SOK2,STE12,DIG1,GAL4,UME1,SIG1,FKH1,HAP3,HAP2,HAP5,HAP4,AFT2,NRG1,ADR1,PHD1,RDS1,SKN7,MAC1,ADR1,SWI5,PHD1,SOK2,INO2	singletons	Singletons_in_ComplementCluster
chrXII	341510	341910	YLR100W	19	FKH1,FKH2,DAL80,AFT2,DIG1,STE12,STB5,DAL80,PHO4,FKH1,SOK2,MOT3,SPT2,DAL82,STB1,DIG1,STE12,FKH1,ADR1	singletons	Singletons_in_SSDCluster
chrXII	343668	344068	YLR102C	9	SPT23,UME1,UME6,DIG1,SPT23,INO4,INO2,SWI5,ACE2	singletons	Singletons_in_SSDCluster
chrXII	345842	346242	YLR103C	16	MOT3,FKH1,ROX1,FKH1,MBP1,SWI6,DIG1,SWI6,MBP1,UME1,STE12,DIG1,ASH1,GCN4,SPT23,DIG1	singletons	Singletons_in_SSDCluster
chrXII	346285	346685	YLR104W	19	FKH1,DAL80,INO2,PHO4,YHP1,STE12,DIG1,MOT3,SPT23,DIG1,MOT3,SFP1,FHL1,RAP1,HAP4,AFT2,DAL80,MOT3,MOT3	singletons	Singletons_in_SSDCluster
chrXII	348081	348481	YLR105C	18	GCN4,STE12,DIG1,STE12,DIG1,SPT23,STE12,DIG1,SOK2,AFT2,SPT23,MAC1,ACE2,DIG1,CIN5,DIG1,STE12,DIG1	singletons	Singletons_in_SSDCluster
chrXII	348411	348811	snR79	19	HSF1,INO2,ADR1,STB5,RGT1,STE12,DIG1,STE12,DIG1,RLR1,ASH1,FKH1,REB1,NDD1,MCM1,NDD1,MCM1,YHP1,TEC1	singletons	Singletons_in_ComplementCluster
chrXII	363639	364039	YLR106C	13	SWI5,RTG3,SWI4,SWI6,MOT3,TEC1,FKH2,GLN3,DIG1,BAS1,ABF1,SUM1,SPT23	SSD	SSD_in_SSDCluster
chrXII	363816	364216	YLR107W	13	TEC1,FKH2,GLN3,DIG1,BAS1,ABF1,SUM1,SPT23,SPT23,MOT3,DIG1,STE12,ASH1	SSD	SSD_in_SSDCluster
chrXII	365935	366335	snR6	1	FKH1	singletons	Singletons_in_ComplementCluster
chrXII	368025	368425	YLR108C	23	AFT2,BAS1,PHO4,MOT3,YAP7,CAD1,YAP3,YAP5,YAP6,ARR1,STB1,MSN4,RGT1,HAP1,SKO1,SUM1,INO2,PHO4,SPT23,RGT1,INO2,PHO4,INO4	WGD	WGD_in_WGDCluster
chrXII	368481	368881	YLR109W	31	SPT23,HSF1,DIG1,STE12,TEC1,RCS1,MSN2,AFT2,ADR1,MSN4,NDD1,ROX1,DIG1,MSN4,MSN2,ADR1,AFT2,RPN4,UME1,SPT23,SFP1,DIG1,STE12,CIN5,HAP3,HAP2,HAP5,DIG1,HAP3,HAP2,HAP5	singletons	Singletons_in_ComplementCluster
chrXII	369999	370399	YLR110C	26	HAP4,TEC1,SPT23,TEC1,HSF1,ROX1,TEC1,UME1,DAL80,ADR1,RPN4,TEC1,SOK2,BAS1,ADR1,DAL80,SOK2,DIG1,STE12,SWI5,YAP7,DAL80,SOK2,DIG1,STE12,SUT1	singletons	Singletons_in_ComplementCluster
chrXII	370091	370491	YLR111W	26	HAP4,TEC1,SPT23,TEC1,HSF1,ROX1,TEC1,UME1,DAL80,ADR1,RPN4,TEC1,SOK2,BAS1,ADR1,DAL80,SOK2,DIG1,STE12,SWI5,YAP7,DAL80,SOK2,DIG1,STE12,SUT1	singletons	Singletons_in_ComplementCluster
chrXII	370491	370891	YLR112W	7	NDD1,SOK2,PHD1,MCM1,INO2,NDD1,MSN4	singletons	Singletons_in_ComplementCluster
chrXII	371320	371720	YLR113W	18	STB5,ADR1,UME1,AZF1,HAP4,DAL80,DAL80,YAP7,FKH1,DAL80,FKH1,HAP3,HAP5,HAP2,SIG1,BAS1,SWI4,FKH2	singletons	Singletons_in_ComplementCluster
chrXII	377139	377539	YLR114C	22	SOK2,SOK2,PHD1,SPT23,HSF1,FHL1,RAP1,TEC1,HAP4,SFP1,TEC1,SPT23,ASH1,RGT1,LEU3,REB1,REB1,RGT1,UME6,MOT3,ADR1,HSF1	singletons	Singletons_in_ComplementCluster
chrXII	377685	378085	YLR115W	16	TYE7,PHO4,CBF1,INO2,YAP7,GCN4,DIG1,GCN4,RCS1,PDR1,UME6,PUT3,REB1,FKH1,SPT23,UME1	singletons	Singletons_in_ComplementCluster
chrXII	380522	380922	YLR116W	14	SPT23,TEC1,SUM1,CIN5,AFT2,DAL80,SPT2,TEC1,ABF1,SPT23,HSF1,AZF1,SWI5,SPT23	singletons	Singletons_in_ComplementCluster
chrXII	384435	384835	YLR117C	15	GCN4,BAS1,DAL82,AFT2,ADR1,SPT23,SUM1,SWI6,SWI4,STB1,MBP1,ABF1,SIP4,SPT23,MCM1	singletons	Singletons_in_ComplementCluster
chrXII	385234	385634	YLR119W	2	HSF1,SFP1	singletons	Singletons_in_ComplementCluster
chrXII	385309	385709	YLR118C	2	HSF1,SFP1	singletons	Singletons_in_ComplementCluster
chrXII	388121	388521	YLR120C	26	HAP4,GLN3,DAL82,GZF3,GAT1,DAL80,HAP3,HAP2,HAP5,NDD1,HAP3,HAP2,HAP5,SOK2,INO2,RLR1,AFT2,STE12,DIG1,FKH1,DIG1,STE12,SPT23,DIG1,STE12,SPT23	WGD	WGD_in_WGDCluster
chrXII	388372	388772	YLR120W-A	33	RLR1,AFT2,STE12,DIG1,FKH1,DIG1,STE12,SPT23,DIG1,STE12,SPT23,ADR1,SUM1,ADR1,ADR1,FHL1,RAP1,AFT2,RCS1,SOK2,AFT2,PHD1,YHP1,SWI6,MBP1,SUM1,PHO4,DIG1,STE12,SWI6,AZF1,UME1,TEC1	singletons	Singletons_in_ComplementCluster
chrXII	390171	390571	YLR121C	26	MAC1,DAL80,UME6,SFP1,STB1,SKN7,SWI5,HSF1,SPT23,RGT1,SWI6,YAP7,RGT1,STB1,HAP4,HAP3,HAP2,HAP5,STB1,SWI4,SWI6,MOT3,SFP1,SKN7,PHD1,PUT3	singletons	Singletons_in_ComplementCluster
chrXII	391232	391632	YLR122C	11	DAL80,HAP4,TEC1,HAP3,HAP5,HAP2,DAL82,GCN4,SOK2,MAC1,HSF1	singletons	Singletons_in_ComplementCluster
chrXII	391300	391700	YLR124W	11	DAL80,HAP4,TEC1,HAP3,HAP5,HAP2,DAL82,GCN4,SOK2,MAC1,HSF1	singletons	Singletons_in_ComplementCluster
chrXII	391308	391708	YLR123C	11	DAL80,HAP4,TEC1,HAP3,HAP5,HAP2,DAL82,GCN4,SOK2,MAC1,HSF1	singletons	Singletons_in_ComplementCluster
chrXII	393184	393584	YLR125W	22	HSF1,MOT3,SOK2,PHD1,SOK2,MOT3,GCN4,TEC1,GCN4,HAP4,TEC1,NDD1,MCM1,CIN5,AFT2,MOT3,RGT1,BAS1,GCN4,BAS1,ASH1,UME1	singletons	Singletons_in_ComplementCluster
chrXII	395421	395821	YLR126C	10	YHP1,DAL80,GLN3,DAL82,GZF3,GAT1,DAL80,SWI6,PHD1,MBP1	singletons	Singletons_in_ComplementCluster
chrXII	398220	398620	YLR127C	8	TEC1,FKH1,SPT23,SOK2,HAP4,HAP2,HAP3,HAP5	singletons	Singletons_in_ComplementCluster
chrXII	398230	398630	YLR128W	8	TEC1,FKH1,SPT23,SOK2,HAP4,HAP2,HAP3,HAP5	singletons	Singletons_in_ComplementCluster
chrXII	399357	399757	YLR129W	8	TEC1,SOK2,REB1,HSF1,STB1,MBP1,SWI6,DIG1	SSD	SSD_in_SSDCluster
chrXII	403963	404363	YLR130C	24	PHO4,SOK2,SOK2,AFT2,SPT23,RGT1,AFT2,RCS1,GCN4,DIG1,FKH1,SPT23,GCN4,STE12,DIG1,TEC1,ACE2,RCS1,ZAP1,DIG1,RLR1,SPT23,ADR1,ZAP1	SSD	SSD_in_SSDCluster
chrXII	406723	407123	YLR131C	23	STB5,SPT23,SPT23,MOT3,RLR1,GCN4,BAS1,SOK2,FKH1,MOT3,DIG1,SUM1,FKH2,FKH1,ADR1,ADR1,ADR1,TEC1,GLN3,DAL82,GZF3,GAT1,DAL80	WGD	WGD_in_SSDCluster
chrXII	408056	408456	YLR132C	21	TEC1,HAP3,HAP2,HAP5,ADR1,INO4,INO2,PHO4,SKN7,PHD1,SWI5,XBP1,GAT1,DAL80,GZF3,DAL82,GLN3,ROX1,RCS1,PHO4,MAC1	singletons	Singletons_in_WGDCluster
chrXII	408145	408545	YLR133W	21	TEC1,HAP3,HAP2,HAP5,ADR1,INO4,INO2,PHO4,SKN7,PHD1,SWI5,XBP1,GAT1,DAL80,GZF3,DAL82,GLN3,ROX1,RCS1,PHO4,MAC1	WGD	WGD_in_SSDCluster
chrXII	410423	410823	YLR134W	20	STB1,MBP1,DIG1,SPT23,CIN5,SOK2,MOT3,DAL82,GLN3,STE12,DIG1,SPT23,TEC1,INO4,DAL82,SOK2,PHD1,TEC1,TEC1,TEC1	SSD	SSD_in_WGDCluster
chrXII	412981	413381	YLR135W	17	DIG1,HAP4,HAP3,HAP2,HAP5,SPT23,FKH1,FKH1,STB1,MBP1,SWI4,SWI6,SOK2,SPT23,ADR1,DAL80,STE12	singletons	Singletons_in_WGDCluster
chrXII	416559	416959	YLR136C	40	CIN5,SOK2,DIG1,STE12,SWI6,STB1,ADR1,SPT23,STB4,TEC1,SUM1,SWI5,RCS1,SOK2,AFT2,PHO4,INO2,ADR1,NDD1,MCM1,AFT2,HAP3,HAP5,HAP2,SWI4,STB1,SOK2,AFT2,RCS1,SPT23,SOK2,PHD1,SUT1,STP1,SKN7,STB1,SNT2,SWI4,SWI6,MOT3	WGD	WGD_in_WGDCluster
chrXII	416706	417106	YLR137W	37	ADR1,SPT23,STB4,TEC1,SUM1,SWI5,RCS1,SOK2,AFT2,PHO4,INO2,ADR1,NDD1,MCM1,AFT2,HAP3,HAP5,HAP2,SWI4,STB1,SOK2,AFT2,RCS1,SPT23,SOK2,PHD1,SUT1,STP1,SKN7,STB1,SNT2,SWI4,SWI6,MOT3,TEC1,SOK2,STB1	singletons	Singletons_in_ComplementCluster
chrXII	418137	418537	YLR138W	17	SOK2,ADR1,MCM1,HAP3,HAP2,HAP5,RLR1,SPT23,GLN3,THI2,PHD1,SWI5,DAL80,DAL80,SPT23,SPT23,SOK2	singletons	Singletons_in_ComplementCluster
chrXII	424886	425286	YLR142W	27	PUT3,PUT3,STB1,SPT23,FKH2,DAL80,FKH1,ROX1,SNT2,HAP1,GLN3,DAL82,GAT1,GZF3,DAL80,YOX1,DAL80,HAP1,SOK2,AFT2,MOT3,CIN5,SWI5,ADR1,FKH1,YAP7,AFT2	singletons	Singletons_in_ComplementCluster
chrXII	427029	427429	YLR143W	18	YAP7,SFP1,ADR1,MOT3,YAP3,YAP5,YAP6,ARR1,FKH1,DIG1,STE12,DIG1,DAL80,SPT23,HAP4,HAP2,HAP3,HAP5	singletons	Singletons_in_ComplementCluster
chrXII	431868	432268	YLR145W	8	FKH1,FKH2,FKH1,SIG1,SPT23,SPT23,FKH1,TEC1	singletons	Singletons_in_SSDCluster
chrXII	431917	432317	YLR144C	8	FKH1,FKH2,FKH1,SIG1,SPT23,SPT23,FKH1,TEC1	SSD	SSD_in_SSDCluster
chrXII	433570	433970	YLR146W-A	24	DAL80,SOK2,PHD1,MOT3,GCN4,STE12,DIG1,GLN3,DAL82,STB1,SPT23,SWI5,SOK2,DIG1,DAL80,XBP1,SUM1,FHL1,RAP1,STE12,DIG1,SPT23,MAC1,SOK2	singletons	Singletons_in_ComplementCluster
chrXII	433626	434026	YLR146C	26	DAL80,SOK2,PHD1,MOT3,GCN4,STE12,DIG1,GLN3,DAL82,STB1,SPT23,SWI5,SOK2,DIG1,DAL80,XBP1,SUM1,FHL1,RAP1,STE12,DIG1,SPT23,MAC1,SOK2,SOK2,STB4	SSD	SSD_in_SSDCluster
chrXII	434341	434741	YLR148W	6	DIG1,STE12,PHO4,SOK2,TEC1,MOT3	singletons	Singletons_in_ComplementCluster
chrXII	434364	434764	YLR147C	6	DIG1,STE12,PHO4,SOK2,TEC1,MOT3	singletons	Singletons_in_ComplementCluster
chrXII	439724	440124	YLR149C	23	SIG1,YAP1,SWI5,BAS1,ADR1,DAL82,AFT2,MSN2,ADR1,MSN4,SUM1,RGT1,ADR1,TYE7,CBF1,PHO4,SUM1,GCN4,STE12,SNT2,REB1,DAL80,TEC1	singletons	Singletons_in_ComplementCluster
chrXII	440167	440567	YLR150W	15	STB1,SWI4,SWI6,DIG1,SPT23,GCR1,SPT23,GCN4,MSN4,HSF1,DIG1,STE12,ADR1,MET31,MET32	singletons	Singletons_in_ComplementCluster
chrXII	440357	440757	YLR149C-A	3	ADR1,MET31,MET32	singletons	Singletons_in_ComplementCluster
chrXII	442638	443038	YLR151C	19	SUM1,STE12,DIG1,INO2,ROX1,SWI6,ADR1,MSN2,SUT1,ADR1,MBP1,HAP3,HAP2,HAP5,SPT23,DIG1,RLR1,DAL80,MOT3	singletons	Singletons_in_ComplementCluster
chrXII	444589	444989	YLR152C	17	DAL82,INO2,DIG1,STE12,CIN5,YAP7,GCN4,BAS1,GCN4,DIG1,MOT3,FKH1,ROX1,SPT23,STB5,DIG1,STE12	singletons	Singletons_in_ComplementCluster
chrXII	447476	447876	YLR153C	12	TEC1,ABF1,MOT3,PHO4,PHO2,AFT2,SPT23,TEC1,XBP1,DAL80,DAL80,SWI4	SSD	SSD_in_SSDCluster
chrXII	448215	448615	YLR154C	21	STE12,DIG1,FKH1,FKH2,HAP2,HAP3,HAP5,SWI6,MBP1,TEC1,RGT1,SIP4,PHD1,SOK2,ROX1,DIG1,HAP1,SKN7,MET31,MET32,MOT3	singletons	Singletons_in_SSDCluster
chrXII	475464	475864	YLR157W-D	31	PHD1,SWI5,ACE2,SPT2,ABF1,PHO4,BAS1,ASH1,RIM101,DAL82,GLN3,CIN5,BAS1,SUM1,YAP1,DIG1,SWI4,RPN4,HAP4,DIG1,STE12,STB1,SWI4,SWI6,SKN7,GCN4,DIG1,STE12,YAP7,GCN4,YAP1	singletons	Singletons_in_ComplementCluster
chrXII	489049	489449	RDN5-6	13	SOK2,AFT2,REB1,SWI6,SWI4,ACE2,DAL82,AFT2,RTG3,STB1,MBP1,SWI4,SWI6	singletons	Singletons_in_ComplementCluster
chrXII	489273	489673	YLR162W	35	SOK2,AFT2,REB1,SWI6,SWI4,ACE2,DAL82,AFT2,RTG3,STB1,MBP1,SWI4,SWI6,INO2,AFT2,SOK2,TEC1,RGT1,SWI6,PHO4,YDR026c,REB1,SUT1,AFT2,NRG1,ADR1,DAL82,AFT2,AFT2,AFT2,PHD1,SOK2,ACE2,STE12,DIG1	singletons	Singletons_in_SSDCluster
chrXII	490106	490506	YLR162W-A	25	RGT1,YAP7,YHP1,YAP7,REB1,SPT23,DIG1,GCN4,STE12,PHO4,AFT2,FKH1,ROX1,DAL82,AZF1,SIG1,ABF1,ASH1,INO2,DAL80,SUM1,AFT2,NRG1,MET31,MET32	SSD	SSD_in_SSDCluster
chrXII	493156	493556	YLR163C	32	MOT3,DAL80,HSF1,YAP7,YAP3,YAP5,YAP6,ARR1,GCN4,ABF1,HAP5,HAP3,HAP2,GLN3,DAL82,AFT2,ROX1,SWI5,CAD1,SPT23,SWI5,TEC1,SPT23,CIN5,YAP7,YAP3,YAP5,YAP6,ARR1,SFP1,SPT23,ADR1	SSD	SSD_in_SSDCluster
chrXII	493584	493984	YLR164W	32	HAP4,MSN2,AFT2,BAS1,HAP5,HAP3,HAP2,GAL4,ADR1,GLN3,DAL82,GZF3,GAT1,DAL80,RGT1,DAL80,MBP1,SWI6,DAL80,PHD1,MOT3,SPT23,SKO1,HSF1,TEC1,DAL80,DIG1,GCN4,SWI5,HAP2,HAP3,HAP5	WGD	WGD_in_SSDCluster
chrXII	495160	495560	YLR165C	11	SFP1,ROX1,RLR1,CIN5,MOT3,DAL80,SPT23,STE12,DIG1,MOT3,PDR1	singletons	Singletons_in_WGDCluster
chrXII	497946	498346	YLR166C	16	CAD1,MAC1,SPT23,SOK2,FKH1,SUM1,TEC1,SFP1,FKH2,DAL80,FKH1,MOT3,DIG1,STE12,DAL80,ASH1	singletons	Singletons_in_WGDCluster
chrXII	498648	499048	YLR167W	24	TEC1,FKH1,FKH2,FHL1,RAP1,ADR1,SOK2,HAP3,HAP2,HAP5,DAL80,DAL80,SKN7,RCS1,DIG1,SPT23,DIG1,HAP5,HAP2,HAP3,GLN3,DAL82,SPT23,SPT23	singletons	Singletons_in_WGDCluster
chrXII	500036	500436	YLR169W	5	YOX1,DAL80,YAP7,SPT23,SPT23	singletons	Singletons_in_ComplementCluster
chrXII	500172	500572	YLR168C	5	YOX1,DAL80,YAP7,SPT23,SPT23	WGD	WGD_in_SSDCluster
chrXII	500951	501351	YLR170C	5	NRG1,ROX1,REB1,AFT2,RCS1	SSD	SSD_in_WGDCluster
chrXII	502064	502464	YLR172C	12	BAS1,SPT23,TEC1,SOK2,INO2,ADR1,SPT23,MOT3,STB1,SPT23,ADR1,ADR1	singletons	Singletons_in_WGDCluster
chrXII	502122	502522	YLR173W	12	BAS1,SPT23,TEC1,SOK2,INO2,ADR1,SPT23,MOT3,STB1,SPT23,ADR1,ADR1	singletons	Singletons_in_WGDCluster
chrXII	504292	504692	YLR174W	24	RGT1,SOK2,ASH1,MOT3,MSN2,ADR1,AFT2,RCS1,ADR1,HAP4,HAP3,HAP2,HAP5,HAP3,HAP2,HAP5,MOT3,PHD1,SOK2,ASH1,SOK2,MOT3,INO2,ADR1	WGD	WGD_in_WGDCluster
chrXII	505835	506235	YLR175W	14	DAL80,SWI5,DIG1,DIG1,INO4,DAL82,GLN3,HAP4,HAP2,HAP3,HAP5,SPT23,DAL80,ADR1	singletons	Singletons_in_WGDCluster
chrXII	510134	510534	YLR176C	31	NDD1,MCM1,RFX1,STB1,SWI4,SWI6,STE12,SPT23,DIG1,STE12,SOK2,PHO4,MSN4,ADR1,RTG3,SPT23,PHO4,PHO4,ADR1,SNT2,HAP3,HAP2,HAP5,SPT23,DIG1,UME1,RGT1,AFT2,DAL82,GLN3,HAP1	singletons	Singletons_in_WGDCluster
chrXII	510755	511155	YLR177W	30	REB1,INO2,DAL80,DIG1,SPT23,PHD1,PHD1,SPT23,MSN4,MSN4,ADR1,SOK2,PHD1,SUT1,DIG1,STE12,MSN4,PHD1,SKN7,SOK2,AFT2,PHD1,SOK2,SUT1,FKH2,FKH1,ROX1,ROX1,ADR1,SPT2	WGD	WGD_in_WGDCluster
chrXII	513723	514123	YLR178C	24	SOK2,SPT23,DIG1,SOK2,MSN2,AFT2,ADR1,MSN4,HAP2,HAP3,HAP5,TEC1,DAL82,GLN3,SPT23,SPT2,SWI6,MBP1,GLN3,DAL82,GZF3,GAT1,DAL80,RGT1	SSD	SSD_in_WGDCluster
chrXII	514615	515015	YLR179C	32	INO2,FKH1,GCN4,DIG1,STE12,ROX1,SPT23,TYE7,INO2,PHO4,HAP3,HAP2,HAP5,AFT2,RIM101,ROX1,MOT3,DIG1,MOT3,STE12,HSF1,DAL80,ABF1,RCS1,DIG1,INO4,MET4,MET31,MET32,SNT2,MOT3,SPT23	SSD	SSD_in_WGDCluster
chrXII	514963	515363	YLR180W	20	DIG1,INO4,MET4,MET31,MET32,SNT2,MOT3,SPT23,DIG1,BAS1,DIG1,RGT1,TEC1,HAP3,HAP2,HAP5,FKH1,HSF1,REB1,FKH1	WGD	WGD_in_WGDCluster
chrXII	517572	517972	YLR181C	22	MET31,MET32,YHP1,SPT23,SPT23,DIG1,GCN4,ROX1,GAT1,DAL82,DAL80,GZF3,GLN3,SPT23,SPT23,UME1,FKH2,FKH1,STE12,DIG1,YOX1,MSN4	singletons	Singletons_in_WGDCluster
chrXII	517641	518041	YLR182W	22	MET31,MET32,YHP1,SPT23,SPT23,DIG1,GCN4,ROX1,GAT1,DAL82,DAL80,GZF3,GLN3,SPT23,SPT23,UME1,FKH2,FKH1,STE12,DIG1,YOX1,MSN4	singletons	Singletons_in_WGDCluster
chrXII	521807	522207	YLR184W	5	CAD1,YAP7,SPT23,CIN5,SPT23	singletons	Singletons_in_WGDCluster
chrXII	521914	522314	YLR183C	5	CAD1,YAP7,SPT23,CIN5,SPT23	WGD	WGD_in_WGDCluster
chrXII	522364	522764	YLR185W	9	GAL4,RGT1,ADR1,GLN3,DAL82,TEC1,SPT23,FKH1,FKH2	singletons	Singletons_in_ComplementCluster
chrXII	523333	523733	YLR186W	15	CIN5,FKH1,YHP1,SWI5,INO4,SWI6,REB1,RGT1,DIG1,SPT2,RPN4,SWI5,TEC1,AFT2,MAC1	singletons	Singletons_in_WGDCluster
chrXII	524566	524966	YLR187W	18	NRG1,FKH1,FKH1,PHO4,RIM101,DAL80,SKN7,FKH1,FKH2,YAP1,YAP7,YAP3,YAP5,YAP6,ARR1,SPT23,SPT23,SOK2	WGD	WGD_in_WGDCluster
chrXII	528001	528401	YLR188W	24	CIN5,UME1,FKH1,DAL80,FKH2,MOT3,FKH1,MOT3,SUM1,SWI6,STB1,MBP1,STE12,SWI6,STB4,INO2,CIN5,PHO4,INO4,YAP7,YAP3,YAP5,YAP6,ARR1	SSD	SSD_in_SSDCluster
