Gene	gene_up	gene_down	length	meanSpacer	logLength	logSpacer	geneType	geneClusterType
YIL042C	233	182	1184	207.5	3.0733517023869	2.31701810104811	SSD	SSD_in_SSDCluster
YIL041W	233	218	980	225.5	2.9912260756925	2.35314654621398	SSD	SSD_in_SSDCluster
YIL040W	218	287	416	252.5	2.61909333062674	2.40226138245468	singletons	Singletons_in_SSDCluster
YIL039W	287	295	1421	291	3.15259407792747	2.46389298898591	singletons	Singletons_in_SSDCluster
YIL038C	377	295	2510	336	3.39967372148104	2.52633927738984	SSD	SSD_in_SSDCluster
YIL037C	667	377	1970	522	3.29446622616159	2.71767050300226	singletons	Singletons_in_SSDCluster
YIL036W	667	361	1763	514	3.24625231229932	2.71096311899528	WGD	WGD_in_SSDCluster
YIL035C	318	361	1118	339.5	3.0484418035504	2.53083977861652	SSD	SSD_in_SSDCluster
YIL034C	330	318	863	324	2.93601079571521	2.51054501020661	singletons	Singletons_in_SSDCluster
YIL033C	292	330	1250	311	3.09691001300806	2.49276038902684	singletons	Singletons_in_SSDCluster
YIL032C	316	292	356	304	2.55144999797288	2.48287358360875	singletons	Singletons_in_SSDCluster
YIL031W	316	313	3104	314.5	3.49192171258615	2.49762064978129	SSD	SSD_in_SSDCluster
YIL030W-A	3248	147	338	1697.5	2.52891670027765	3.22980978295254	SSD	SSD_in_SSDCluster
YIL030C	820	147	3959	483.5	3.5975855017522	2.68439647841902	singletons	Singletons_in_SSDCluster
YIL029W-A	3832	723	371	2277.5	2.56937390961505	3.35745838564504	singletons	Singletons_in_SSDCluster
YIL029C	843	723	428	783	2.63144376901317	2.89376176205794	SSD	SSD_in_SSDCluster
YIL028W	843	1181	398	1012	2.59988307207369	3.00518051250378	singletons	Singletons_in_ComplementCluster
YIL027C	373	1181	425	777	2.62838893005031	2.89042101880091	singletons	Singletons_in_ComplementCluster
YIL026C	272	373	3452	322.5	3.53807078704317	2.50852971897129	singletons	Singletons_in_ComplementCluster
YIL025C	27	272	374	149.5	2.57287160220048	2.17464119266045	singletons	Singletons_in_ComplementCluster
YIL024C	215	27	569	121	2.75511226639507	2.08278537031645	singletons	Singletons_in_ComplementCluster
YIL023C	739	215	1040	477	3.01703333929878	2.67851837904011	singletons	Singletons_in_ComplementCluster
YIL022W	739	445	1295	592	3.11226976841727	2.77232170672292	singletons	Singletons_in_ComplementCluster
YIL021W	445	174	956	309.5	2.9804578922761	2.49066065335614	SSD	SSD_in_SSDCluster
YIL021C-A	245	739	269	492	2.42975228000241	2.69196510276736	SSD	SSD_in_SSDCluster
YIL020C-A	1042	245	338	643.5	2.52891670027765	2.80854855124041	SSD	SSD_in_SSDCluster
YIL020C	273	174	785	223.5	2.89486965674525	2.34927752746796	singletons	Singletons_in_ComplementCluster
YIL019W	273	635	1040	454	3.01703333929878	2.6570558528571	singletons	Singletons_in_ComplementCluster
YIL018W	635	268	1164	451.5	3.06595298031387	2.65465775464952	singletons	Singletons_in_ComplementCluster
YIL017C	489	268	2765	378.5	3.44169513564072	2.57806588383609	singletons	Singletons_in_ComplementCluster
YIL016W	489	409	479	449	2.68033551341456	2.65224634100332	singletons	Singletons_in_ComplementCluster
YIL015W	409	1107	1763	758	3.24625231229932	2.87966920563205	singletons	Singletons_in_ComplementCluster
YIL014C-A	577	1107	314	842	2.49692964807321	2.92531209149965	SSD	SSD_in_SSDCluster
YIL014W	577	212	1892	394.5	3.27692113206577	2.59604700754544	WGD	WGD_in_SSDCluster
YIL013C	569	212	4235	390.5	3.62685341466673	2.59162103821332	SSD	SSD_in_SSDCluster
YIL012W	569	375	341	472	2.5327543789925	2.67394199863409	singletons	Singletons_in_SSDCluster
YIL011W	375	346	809	360.5	2.90794852161227	2.55690526905545	SSD	SSD_in_SSDCluster
YIL010W	346	137	647	241.5	2.8109042806687	2.38291713508753	singletons	Singletons_in_SSDCluster
YIL009C-A	3132	137	546	1634.5	2.73719264270474	3.21338492491639	singletons	Singletons_in_SSDCluster
YIL009W	3132	1108	2084	2120	3.31889771462749	3.32633586092875	SSD	SSD_in_SSDCluster
YIL008W	1108	159	299	633.5	2.47567118832443	2.80174661921946	singletons	Singletons_in_SSDCluster
YIL007C	406	159	662	282.5	2.8208579894397	2.45101845215546	singletons	Singletons_in_SSDCluster
YIL006W	406	509	1121	457.5	3.04960561259497	2.66039109840247	WGD	WGD_in_SSDCluster
YIL005W	509	149	2105	329	3.32325210017169	2.51719589794997	singletons	Singletons_in_SSDCluster
YIL004C	617	149	559	383	2.74741180788642	2.58319877396862	singletons	Singletons_in_SSDCluster
YIL003W	617	298	881	457.5	2.94497590841205	2.66039109840247	SSD	SSD_in_SSDCluster
YIL002W-A	298	81	209	189.5	2.32014628611105	2.27760921430409	singletons	Singletons_in_ComplementCluster
YIL002C	509	81	2840	295	3.45331834004704	2.46982201597816	singletons	Singletons_in_ComplementCluster
YIL001W	509	662	1541	585.5	3.18780263871842	2.76752689940838	singletons	Singletons_in_ComplementCluster
YIR001C	520	662	752	591	2.87621784059164	2.77158748088126	singletons	Singletons_in_ComplementCluster
YIR002C	489	520	2981	504.5	3.47436197603263	2.70286117057293	singletons	Singletons_in_ComplementCluster
YIR003W	489	297	2039	393	3.30941722577814	2.59439255037543	singletons	Singletons_in_ComplementCluster
YIR004W	297	370	1298	333.5	3.11327469246435	2.52309583825257	SSD	SSD_in_SSDCluster
YIR005W	370	131	446	250.5	2.64933485871214	2.39880773020326	singletons	Singletons_in_SSDCluster
YIR006C	796	131	4442	463.5	3.64757855421246	2.66604973848052	SSD	SSD_in_SSDCluster
YIR007W	796	79	2294	437.5	3.36059341356525	2.64097805735833	singletons	Singletons_in_ComplementCluster
YIR008C	219	79	1229	149	3.08955188288645	2.17318626841227	singletons	Singletons_in_ComplementCluster
YIR009W	219	571	335	395	2.52504480703685	2.59659709562646	singletons	Singletons_in_ComplementCluster
YIR010W	571	126	1730	348.5	3.2380461031288	2.54220278243403	singletons	Singletons_in_ComplementCluster
YIR011C	240	126	959	183	2.98181860717066	2.26245108973043	singletons	Singletons_in_ComplementCluster
YIR012W	240	238	1295	239	3.11226976841727	2.37839790094814	singletons	Singletons_in_ComplementCluster
YIR013C	702	238	365	470	2.56229286445647	2.67209785793572	SSD	SSD_in_SSDCluster
YIR014W	702	134	728	418	2.86213137931304	2.62117628177504	singletons	Singletons_in_ComplementCluster
YIR015W	134	246	434	190	2.63748972951251	2.27875360095283	singletons	Singletons_in_ComplementCluster
YIR016W	246	131	797	188.5	2.90145832139611	2.27531135454181	WGD	WGD_in_WGDCluster
YIR017C	490	131	563	310.5	2.75050839485135	2.4920616045126	singletons	Singletons_in_WGDCluster
YIR017W-A	141	444	599	292.5	2.77742682238931	2.4661258704182	singletons	Singletons_in_WGDCluster
YIR018W	444	218	737	331	2.86746748785905	2.51982799377572	WGD	WGD_in_WGDCluster
YIR018C-A	3871	218	137	2044.5	2.13672056715641	3.31058711489035	singletons	Singletons_in_ComplementCluster
YIR019C	580	3871	4103	2225.5	3.61310151696691	3.34742759861854	SSD	SSD_in_SSDCluster
YIR020C	360	580	302	470	2.48000694295715	2.67209785793572	singletons	Singletons_in_ComplementCluster
YIR020W-A	360	2056	242	1208	2.38381536598043	3.08206693428511	singletons	Singletons_in_ComplementCluster
YIR020C-B	565	2056	734	1310.5	2.86569605991607	3.11743702528262	WGD	WGD_in_WGDCluster
YIR021W	2135	129	1091	1132	3.03782475058834	3.05384642685225	WGD	WGD_in_WGDCluster
YIR021W-A	129	7	212	68	2.32633586092875	1.83250891270624	singletons	Singletons_in_ComplementCluster
YIR022W	7	541	503	274	2.70156798505593	2.43775056282039	singletons	Singletons_in_ComplementCluster
YIR023W	541	152	2912	346.5	3.464191370641	2.53970323894783	singletons	Singletons_in_ComplementCluster
YIR023C-A	135	3147	323	1641	2.5092025223311	3.21510858105309	singletons	Singletons_in_ComplementCluster
YIR024C	168	135	650	151.5	2.81291335664286	2.18041263283832	singletons	Singletons_in_ComplementCluster
YIR025W	168	108	1106	138	3.04375512696868	2.13987908640124	singletons	Singletons_in_ComplementCluster
YIR026C	293	108	1094	200.5	3.03901732199741	2.3021143769562	singletons	Singletons_in_ComplementCluster
YIR027C	826	293	1382	559.5	3.14050804303818	2.74780009086437	singletons	Singletons_in_ComplementCluster
YIR028W	826	432	1907	629	3.28035069304601	2.79865064544527	SSD	SSD_in_SSDCluster
YIR029W	432	198	1031	315	3.01325866528352	2.4983105537896	singletons	Singletons_in_SSDCluster
YIR030C	129	198	734	163.5	2.86569605991607	2.2135177569963	singletons	Singletons_in_SSDCluster
YIR030W-A	129	1748	383	938.5	2.58319877396862	2.97243427695737	SSD	SSD_in_SSDCluster
YIR031C	351	245	1664	298	3.22115332195471	2.47421626407626	SSD	SSD_in_SSDCluster
YIR032C	507	351	587	429	2.76863810124761	2.63245729218472	singletons	Singletons_in_SSDCluster
YIR033W	507	150	3341	328.5	3.52387647563813	2.5165353738958	WGD	WGD_in_SSDCluster
YIR034C	290	150	1121	220	3.04960561259497	2.34242268082221	singletons	Singletons_in_SSDCluster
YIR035C	284	290	764	287	2.88309335857569	2.45788189673399	SSD	SSD_in_SSDCluster
YIR036C	263	284	791	273.5	2.89817648349768	2.43695733066945	SSD	SSD_in_SSDCluster
YIR036W-A	845	92	401	468.5	2.60314437262018	2.6707095952238	SSD	SSD_in_SSDCluster
YIR037W	92	190	491	141	2.69108149212297	2.14921911265538	WGD	WGD_in_WGDCluster
YIR038C	5985	190	704	3087.5	2.84757265914211	3.48960696626772	singletons	Singletons_in_ComplementCluster
YIR039C	1278	5985	1613	3631.5	3.20763436738896	3.56008604849741	singletons	Singletons_in_ComplementCluster
YIR040C	208	1278	332	743	2.52113808370404	2.87098881376058	singletons	Singletons_in_ComplementCluster
YIR041W	208	970	374	589	2.57287160220048	2.7701152947871	singletons	Singletons_in_ComplementCluster
YIR042C	1	970	710	485.5	2.85125834871908	2.68618923424402	singletons	Singletons_in_ComplementCluster
YJL225C	2646	1	5664	1323.5	3.75312324468171	3.12172394563737	SSD	SSD_in_SSDCluster
YJL225W-A	1	7465	482	3733	2.68304703823885	3.5720579899263	SSD	SSD_in_SSDCluster
YJL223C	208	2646	362	1427	2.55870857053317	3.15442397311465	SSD	SSD_in_SSDCluster
YJL222W-B	208	1992	137	1100	2.13672056715641	3.04139268515822	singletons	Singletons_in_SSDCluster
YJL222W-A	314	1796	227	1055	2.35602585719312	3.02325245963371	singletons	Singletons_in_SSDCluster
YJL222W	1796	643	4649	1219.5	3.66735954618309	3.08618180464975	SSD	SSD_in_SSDCluster
YJL221C	961	643	1769	802	3.24772783290972	2.90417436828416	SSD	SSD_in_SSDCluster
YJL220W	2119	802	452	1460.5	2.65513843481138	3.16450156130957	SSD	SSD_in_SSDCluster
YJL219W	802	773	1703	787.5	3.2312146479626	2.89625056246164	SSD	SSD_in_SSDCluster
YJL218W	773	570	590	671.5	2.77085201164214	2.82704601700473	singletons	Singletons_in_ComplementCluster
YJL217W	570	612	596	591	2.77524625974024	2.77158748088126	singletons	Singletons_in_ComplementCluster
YJL216C	326	612	1745	469	3.2417954312952	2.67117284271508	singletons	Singletons_in_ComplementCluster
YJL215C	116	326	359	221	2.55509444857832	2.34439227368511	singletons	Singletons_in_ComplementCluster
YJL214W	116	3567	1709	1841.5	3.23274206272074	3.26517172319093	singletons	Singletons_in_ComplementCluster
YJL213W	3567	692	995	2129.5	2.99782308074573	3.32827764440977	singletons	Singletons_in_ComplementCluster
YJL212C	508	692	2399	600	3.38003024796783	2.77815125038364	SSD	SSD_in_SSDCluster
YJL211C	805	508	443	656.5	2.64640372622307	2.8172347304255	singletons	Singletons_in_ComplementCluster
YJL210W	670	271	815	470.5	2.91115760873998	2.67255962776328	singletons	Singletons_in_ComplementCluster
YJL209W	271	225	1964	248	3.29314148345093	2.39445168082622	singletons	Singletons_in_ComplementCluster
YJL208C	206	225	989	215.5	2.99519629159718	2.33344727449675	singletons	Singletons_in_ComplementCluster
YJL207C	226	206	6044	216	3.78132445566699	2.33445375115093	singletons	Singletons_in_ComplementCluster
YJL206C	204	226	2276	215	3.35717225772303	2.33243845991561	SSD	SSD_in_SSDCluster
YJL205C	186	204	304	195	2.48287358360875	2.29003461136252	singletons	Singletons_in_SSDCluster
YJL204C	190	186	2522	188	3.40174508223706	2.27415784926368	singletons	Singletons_in_SSDCluster
YJL203W	190	196	842	193	2.92531209149965	2.28555730900777	singletons	Singletons_in_SSDCluster
YJL202C	89	792	347	440.5	2.54032947479087	2.64394591274807	singletons	Singletons_in_SSDCluster
YJL201W	89	266	1799	177.5	3.25503116334555	2.24919835739111	singletons	Singletons_in_SSDCluster
YJL200C	1043	266	2369	654.5	3.37456506072277	2.81590965088677	SSD	SSD_in_SSDCluster
YJL199C	662	1043	326	852.5	2.51321760006794	2.93069438766454	singletons	Singletons_in_ComplementCluster
YJL198W	662	316	2645	489	3.4224256763712	2.68930885912362	WGD	WGD_in_WGDCluster
YJL197W	316	281	3764	298.5	3.57564961475522	2.47494433546539	singletons	Singletons_in_WGDCluster
YJL197C-A	1764	2316	281	2040	2.44870631990508	3.3096301674259	singletons	Singletons_in_WGDCluster
YJL196C	459	281	932	370	2.96941591235398	2.56820172406699	WGD	WGD_in_WGDCluster
YJL195C	1424	459	701	941.5	2.84571801796666	2.97382032435268	singletons	Singletons_in_WGDCluster
YJL194W	556	487	1541	521.5	3.18780263871842	2.71725431276255	singletons	Singletons_in_WGDCluster
YJL193W	487	136	1208	311.5	3.08206693428511	2.49345805099519	SSD	SSD_in_WGDCluster
YJL192C	373	136	704	254.5	2.84757265914211	2.40568778667278	singletons	Singletons_in_WGDCluster
YJL191W	373	299	824	336	2.91592721169712	2.52633927738984	WGD	WGD_in_WGDCluster
YJL190C	631	299	392	465	2.59328606702046	2.66745295288995	SSD	SSD_in_SSDCluster
YJL189W	631	329	541	480	2.73319726510657	2.68124123737559	singletons	Singletons_in_SSDCluster
YJL188C	293	900	308	596.5	2.48855071650044	2.77561044800636	singletons	Singletons_in_SSDCluster
YJL187C	893	293	2459	593	3.39075852873872	2.77305469336426	singletons	Singletons_in_SSDCluster
YJL186W	893	180	1760	536.5	3.24551266781415	2.72956972630197	SSD	SSD_in_SSDCluster
YJL185C	472	180	881	326	2.94497590841205	2.51321760006794	singletons	Singletons_in_SSDCluster
YJL184W	472	249	371	360.5	2.56937390961505	2.55690526905545	singletons	Singletons_in_SSDCluster
YJL183W	249	99	1268	174	3.10311925354571	2.2405492482826	SSD	SSD_in_SSDCluster
YJL182C	1831	99	317	965	2.50105926221775	2.98452731334379	WGD	WGD_in_SSDCluster
YJL181W	324	88	1835	206	3.26363606858811	2.31386722036915	WGD	WGD_in_SSDCluster
YJL180C	227	88	977	157.5	2.98989456371877	2.19728055812562	singletons	Singletons_in_SSDCluster
YJL179W	227	166	329	196.5	2.51719589794997	2.29336255471145	singletons	Singletons_in_SSDCluster
YJL178C	689	166	815	427.5	2.91115760873998	2.63093611906419	singletons	Singletons_in_SSDCluster
YJL177W	689	396	871	542.5	2.94001815500766	2.73439974252057	singletons	Singletons_in_SSDCluster
YJL176C	562	396	2477	479	3.39392600658584	2.68033551341456	SSD	SSD_in_SSDCluster
YJL175W	2392	531	512	1461.5	2.70926996097583	3.16479881969346	SSD	SSD_in_SSDCluster
YJL174W	531	239	830	385	2.91907809237607	2.5854607295085	SSD	SSD_in_SSDCluster
YJL173C	1208	239	368	723.5	2.56584781867352	2.85943853545506	singletons	Singletons_in_SSDCluster
YJL172W	1208	237	1730	722.5	3.2380461031288	2.85883785142859	singletons	Singletons_in_SSDCluster
YJL171C	256	237	1190	246.5	3.07554696139253	2.39181692361325	SSD	SSD_in_SSDCluster
YJL170C	320	256	629	288	2.79865064544527	2.45939248775923	singletons	Singletons_in_SSDCluster
YJL169W	320	2547	368	1433.5	2.56584781867352	3.1563976972825	SSD	SSD_in_SSDCluster
YJL168C	586	448	2201	517	3.34262004255335	2.71349054309394	SSD	SSD_in_SSDCluster
YJL167W	586	362	1058	474	3.02448566769917	2.67577834167409	singletons	Singletons_in_ComplementCluster
YJL166W	362	176	284	269	2.45331834004704	2.42975228000241	singletons	Singletons_in_ComplementCluster
YJL165C	505	176	2567	340.5	3.40942586867144	2.5321171162488	WGD	WGD_in_WGDCluster
YJL164C	507	505	1193	506	3.07664044367034	2.7041505168398	WGD	WGD_in_WGDCluster
YJL163C	545	507	1667	526	3.22193559982801	2.72098574415374	singletons	Singletons_in_WGDCluster
YJL162C	1616	545	1751	1080.5	3.24328614608345	3.03362477121926	singletons	Singletons_in_WGDCluster
YJL161W	1616	175	542	895.5	2.73399928653839	2.95206559018505	singletons	Singletons_in_WGDCluster
YJL160C	1624	175	863	899.5	2.93601079571521	2.95400116768157	WGD	WGD_in_WGDCluster
YJL159W	1624	575	1241	1099.5	3.09377178149873	3.04119523369681	WGD	WGD_in_WGDCluster
YJL158C	888	575	683	731.5	2.83442070368153	2.86421433046133	singletons	Singletons_in_ComplementCluster
YJL157C	276	888	2492	582	3.39654803798713	2.76492298464989	singletons	Singletons_in_ComplementCluster
YJL156W-A	276	28	221	152	2.34439227368511	2.18184358794477	singletons	Singletons_in_ComplementCluster
YJL156C	333	28	2099	180.5	3.3220124385824	2.25647720624168	singletons	Singletons_in_ComplementCluster
YJL155C	458	333	1358	395.5	3.13289976994448	2.5971464878337	SSD	SSD_in_SSDCluster
YJL154C	397	458	2834	427.5	3.45239984591144	2.63093611906419	singletons	Singletons_in_SSDCluster
YJL153C	241	397	1601	319	3.2043913319193	2.50379068305718	singletons	Singletons_in_SSDCluster
YJL152W	241	590	359	415.5	2.55509444857832	2.61857102812013	singletons	Singletons_in_SSDCluster
YJL151C	350	439	401	394.5	2.60314437262018	2.59604700754544	singletons	Singletons_in_SSDCluster
YJL150W	350	3012	302	1681	2.48000694295715	3.22556771343947	SSD	SSD_in_SSDCluster
YJL149W	606	1067	1991	836.5	3.29907126002741	2.92246594529841	SSD	SSD_in_SSDCluster
YJL148W	1067	281	701	674	2.84571801796666	2.82865989653532	singletons	Singletons_in_SSDCluster
YJL147C	725	281	1148	503	3.05994188806195	2.70156798505593	singletons	Singletons_in_SSDCluster
YJL146W	725	459	1409	592	3.14891099310936	2.77232170672292	singletons	Singletons_in_SSDCluster
YJL145W	459	315	884	387	2.94645226501307	2.58771096501891	singletons	Singletons_in_SSDCluster
YJL144W	315	428	314	371.5	2.49692964807321	2.56995881809659	singletons	Singletons_in_SSDCluster
YJL143W	428	242	476	335	2.67760695272049	2.52504480703685	singletons	Singletons_in_SSDCluster
YJL142C	2750	242	392	1496	2.59328606702046	3.17493159352844	SSD	SSD_in_SSDCluster
YJL141C	571	390	2423	480.5	3.38435341413751	2.68169339200456	SSD	SSD_in_SSDCluster
YJL140W	571	87	665	329	2.8228216453031	2.51719589794997	singletons	Singletons_in_ComplementCluster
YJL139C	505	87	1286	296	3.1092409685882	2.47129171105894	WGD	WGD_in_WGDCluster
YJL138C	294	505	1187	399.5	3.07445071895459	2.60151678365001	WGD	WGD_in_WGDCluster
YJL137C	42	294	1142	168	3.05766610390983	2.22530928172586	WGD	WGD_in_WGDCluster
YJL136W-A	42	298	83	170	1.91907809237607	2.23044892137827	singletons	Singletons_in_WGDCluster
YJL136C	604	298	723	451	2.85913829729453	2.65417654187796	singletons	Singletons_in_WGDCluster
YJL135W	604	1429	317	1016.5	2.50105926221775	3.00710738297406	WGD	WGD_in_WGDCluster
YJL134W	915	206	1229	560.5	3.08955188288645	2.74857561693099	WGD	WGD_in_WGDCluster
YJL133C-A	772	206	224	489	2.35024801833416	2.68930885912362	singletons	Singletons_in_WGDCluster
YJL133W	772	351	944	561.5	2.97497199429807	2.74934976059748	WGD	WGD_in_WGDCluster
YJL132W	351	112	2252	231.5	3.35256838617931	2.36455099535397	singletons	Singletons_in_ComplementCluster
YJL131C	375	112	1070	243.5	3.02938377768521	2.38649896555065	singletons	Singletons_in_ComplementCluster
YJL130C	847	375	7029	611	3.84689354331663	2.78604121024255	SSD	SSD_in_SSDCluster
YJL129C	791	847	3707	819	3.56902258602956	2.91328390176042	WGD	WGD_in_WGDCluster
YJL128C	91	791	2006	441	3.3023309286844	2.64443858946784	singletons	Singletons_in_ComplementCluster
YJL127W-A	91	1241	116	666	2.06445798922692	2.8234742291703	singletons	Singletons_in_ComplementCluster
YJL127C-B	589	1241	158	915	2.19865708695442	2.96142109406645	singletons	Singletons_in_ComplementCluster
YJL127C	281	589	1922	435	3.28375338333253	2.63848925695464	singletons	Singletons_in_ComplementCluster
YJL126W	281	104	923	192.5	2.96520170102591	2.28443073384452	SSD	SSD_in_SSDCluster
YJL125C	447	104	1151	275.5	3.06107532362979	2.4401216031878	singletons	Singletons_in_ComplementCluster
YJL124C	360	447	518	403.5	2.71432975974523	2.60584353905809	singletons	Singletons_in_ComplementCluster
YJL123C	276	360	1436	318	3.15715443990628	2.50242711998443	singletons	Singletons_in_ComplementCluster
YJL122W	276	131	527	203.5	2.72181061521255	2.30856441356124	singletons	Singletons_in_ComplementCluster
YJL121C	482	131	716	306.5	2.85491302230786	2.48643047885443	singletons	Singletons_in_ComplementCluster
YJL120W	779	227	323	503	2.5092025223311	2.70156798505593	singletons	Singletons_in_ComplementCluster
YJL119C	636	227	323	431.5	2.5092025223311	2.63498080005123	singletons	Singletons_in_ComplementCluster
YJL118W	294	233	659	263.5	2.81888541459401	2.42078061954857	singletons	Singletons_in_ComplementCluster
YJL117W	233	394	935	313.5	2.97081161087252	2.49623754516674	singletons	Singletons_in_ComplementCluster
YJL116C	1414	394	1013	904	3.00560944536028	2.95616843047536	WGD	WGD_in_WGDCluster
YJL115W	1414	8179	839	4796.5	2.9237619608287	3.68092444880599	singletons	Singletons_in_ComplementCluster
YJL112W	8179	428	2144	4303.5	3.33122478102073	3.63382180730168	WGD	WGD_in_WGDCluster
YJL111W	428	393	1652	410.5	3.21801004298436	2.61331316145546	SSD	SSD_in_WGDCluster
YJL110C	423	393	1655	408	3.21879799811174	2.61066016308988	WGD	WGD_in_WGDCluster
YJL109C	396	423	5309	409.5	3.72501272534116	2.61225390609644	singletons	Singletons_in_ComplementCluster
YJL108C	2534	396	1151	1465	3.06107532362979	3.16583762469013	singletons	Singletons_in_ComplementCluster
YJL107C	1374	1544	1163	1459	3.06557971472845	3.16405529189345	singletons	Singletons_in_ComplementCluster
YJL106W	1374	1728	1937	1551	3.28712962071911	3.19061179781361	singletons	Singletons_in_ComplementCluster
YJL105W	1728	590	1682	1159	3.22582599146189	3.0640834359636	WGD	WGD_in_WGDCluster
YJL104W	590	1249	449	919.5	2.65224634100332	2.9635517335741	singletons	Singletons_in_ComplementCluster
YJL103C	420	1249	1856	834.5	3.26857797188284	2.92142634101527	SSD	SSD_in_SSDCluster
YJL102W	420	560	2459	490	3.39075852873872	2.69019608002851	SSD	SSD_in_SSDCluster
YJL101C	907	560	2036	733.5	3.30877777366472	2.8654001181793	singletons	Singletons_in_ComplementCluster
YJL100W	907	328	1823	617.5	3.26078666865498	2.7906369619317	singletons	Singletons_in_ComplementCluster
YJL099W	328	428	2240	378	3.35024801833416	2.57749179983723	WGD	WGD_in_WGDCluster
YJL098W	428	333	3176	380.5	3.50188049375506	2.58035466110659	WGD	WGD_in_WGDCluster
YJL097W	333	246	653	289.5	2.81491318127507	2.46164856806346	singletons	Singletons_in_ComplementCluster
YJL096W	246	280	485	263	2.68574173860226	2.41995574848976	singletons	Singletons_in_ComplementCluster
YJL095W	280	130	4436	205	3.64699153747712	2.31175386105575	SSD	SSD_in_SSDCluster
YJL094C	295	130	2621	212.5	3.4184670209466	2.32735893438633	singletons	Singletons_in_SSDCluster
YJL093C	611	295	2075	453	3.31701810104811	2.65609820201283	singletons	Singletons_in_SSDCluster
YJL092W	611	133	3524	372	3.54703589974001	2.5705429398819	SSD	SSD_in_SSDCluster
YJL091C	205	133	1472	169	3.16790781000148	2.22788670461367	singletons	Singletons_in_SSDCluster
YJL090C	875	205	2294	540	3.36059341356525	2.73239375982297	singletons	Singletons_in_SSDCluster
YJL089W	875	384	2489	629.5	3.39602489660859	2.79899573444388	SSD	SSD_in_SSDCluster
YJL088W	384	187	1016	285.5	3.0068937079479	2.45560611258187	singletons	Singletons_in_ComplementCluster
YJL087C	342	187	2483	264.5	3.39497671955456	2.4224256763712	singletons	Singletons_in_ComplementCluster
YJL086C	2016	2663	368	2339.5	2.56584781867352	3.3691230495282	singletons	Singletons_in_ComplementCluster
YJL085W	342	164	1871	253	3.27207378750001	2.40312052117582	singletons	Singletons_in_ComplementCluster
YJL084C	839	164	3140	501.5	3.49692964807321	2.70027093735644	WGD	WGD_in_WGDCluster
YJL083W	839	530	1814	684.5	3.25863728272408	2.83537345247001	WGD	WGD_in_WGDCluster
YJL082W	530	422	2195	476	3.34143452457814	2.67760695272049	WGD	WGD_in_WGDCluster
YJL081C	287	422	1469	354.5	3.16702179579026	2.54961623951909	singletons	Singletons_in_WGDCluster
YJL080C	649	287	3668	468	3.56442932699798	2.67024585307412	singletons	Singletons_in_WGDCluster
YJL079C	562	649	899	605.5	2.95375969173323	2.78211414747907	WGD	WGD_in_WGDCluster
YJL078C	66	562	2645	314	3.4224256763712	2.49692964807321	singletons	Singletons_in_WGDCluster
YJL077W-B	66	521	98	293.5	1.99122607569249	2.46760810558363	singletons	Singletons_in_WGDCluster
YJL077C	184	521	395	352.5	2.59659709562646	2.54715912132742	singletons	Singletons_in_WGDCluster
YJL077W-A	654	360	86	507	1.93449845124357	2.70500795933334	singletons	Singletons_in_WGDCluster
YJL076W	184	343	3569	263.5	3.55254654795566	2.42078061954857	WGD	WGD_in_WGDCluster
YJL075C	281	3399	416	1840	2.61909333062674	3.26481782300954	WGD	WGD_in_WGDCluster
YJL074C	332	281	3692	306.5	3.56726169235387	2.48643047885443	SSD	SSD_in_WGDCluster
YJL073W	332	103	1937	217.5	3.28712962071911	2.33745926129066	singletons	Singletons_in_WGDCluster
YJL072C	270	103	641	186.5	2.80685802951882	2.27067883614471	singletons	Singletons_in_WGDCluster
YJL071W	270	115	1724	192.5	3.23653726148869	2.28443073384452	singletons	Singletons_in_WGDCluster
YJL070C	285	115	2666	200	3.42586014507784	2.30102999566398	WGD	WGD_in_WGDCluster
YJL069C	310	285	1784	297.5	3.2513948500401	2.47348697006457	singletons	Singletons_in_WGDCluster
YJL068C	169	310	899	239.5	2.95375969173323	2.37930551775058	singletons	Singletons_in_WGDCluster
YJL067W	169	620	350	394.5	2.54406804435028	2.59604700754544	singletons	Singletons_in_WGDCluster
YJL066C	182	199	758	190.5	2.87966920563205	2.27989498001164	singletons	Singletons_in_WGDCluster
YJL065C	202	182	503	192	2.70156798505593	2.28330122870355	WGD	WGD_in_WGDCluster
YJL064W	303	189	395	246	2.59659709562646	2.39093510710338	WGD	WGD_in_WGDCluster
YJL063C	248	189	716	218.5	2.85491302230786	2.33945144130644	singletons	Singletons_in_ComplementCluster
YJL062W-A	248	304	257	276	2.40993312333129	2.44090908206522	singletons	Singletons_in_ComplementCluster
YJL062W	304	240	2492	272	3.39654803798713	2.4345689040342	SSD	SSD_in_SSDCluster
YJL061W	240	1229	2141	734.5	3.33061666729444	2.86599180012628	singletons	Singletons_in_ComplementCluster
YJL060W	1229	244	1334	736.5	3.12515582958053	2.86717275117865	singletons	Singletons_in_ComplementCluster
YJL059W	244	52	1226	148	3.0884904701824	2.17026171539496	singletons	Singletons_in_ComplementCluster
YJL058C	245	52	1631	148.5	3.21245396104028	2.17172645365323	WGD	WGD_in_WGDCluster
YJL057C	310	245	2003	277.5	3.30168094929358	2.4432629874587	singletons	Singletons_in_ComplementCluster
YJL056C	284	310	2642	297	3.42193281327851	2.47275644931721	SSD	SSD_in_SSDCluster
