chrom	start	end	Gene	codingDensity	geneType	geneClusterType
chrX	153183	164413	YJL134W	0.734016	WGD	WGD_in_WGDCluster
chrX	154618	164843	YJL133C-A	0.738778	singletons	Singletons_in_WGDCluster
chrX	155614	166559	YJL133W	0.748561	WGD	WGD_in_WGDCluster
chrX	156909	169162	YJL132W	0.802987	singletons	Singletons_in_ComplementCluster
chrX	159273	170344	YJL131C	0.836419	singletons	Singletons_in_ComplementCluster
chrX	160718	177363	YJL130C	0.872214	SSD	SSD_in_SSDCluster
chrX	168594	182302	YJL129C	0.712577	WGD	WGD_in_WGDCluster
chrX	173092	185099	YJL128C	0.709253	singletons	Singletons_in_ComplementCluster
chrX	175189	185306	YJL127W-A	0.704557	singletons	Singletons_in_ComplementCluster
chrX	176547	186706	YJL127C-B	0.692686	singletons	Singletons_in_ComplementCluster
chrX	177294	189217	YJL127C	0.673069	singletons	Singletons_in_ComplementCluster
chrX	179497	190421	YJL126W	0.678415	SSD	SSD_in_SSDCluster
chrX	180524	191676	YJL125C	0.692342	singletons	Singletons_in_ComplementCluster
chrX	182123	192642	YJL124C	0.788668	singletons	Singletons_in_ComplementCluster
chrX	183001	194438	YJL123C	0.78622	singletons	Singletons_in_ComplementCluster
chrX	184713	195241	YJL122W	0.759214	singletons	Singletons_in_ComplementCluster
chrX	185371	196088	YJL121C	0.684427	singletons	Singletons_in_ComplementCluster
chrX	186019	196343	YJL120W	0.663503	singletons	Singletons_in_ComplementCluster
chrX	186569	196893	YJL119C	0.663503	singletons	Singletons_in_ComplementCluster
chrX	186636	197296	YJL118W	0.65788	singletons	Singletons_in_ComplementCluster
chrX	187528	198464	YJL117W	0.651152	singletons	Singletons_in_ComplementCluster
chrX	188857	199871	YJL116C	0.686218	WGD	WGD_in_WGDCluster
chrX	191283	202123	YJL115W	0.718542	singletons	Singletons_in_ComplementCluster
chrX	192911	204156	YJL114W	0.69542	singletons	Singletons_in_ComplementCluster
chrX	192911	208324	YJL113W	0.675923	singletons	Singletons_in_ComplementCluster
chrX	200299	212444	YJL112W	0.7352	WGD	WGD_in_WGDCluster
chrX	202871	214524	YJL111W	0.72402	SSD	SSD_in_WGDCluster
chrX	204916	216572	YJL110C	0.860673	WGD	WGD_in_WGDCluster
chrX	206994	222304	YJL109C	0.803462	singletons	Singletons_in_ComplementCluster
chrX	212699	223851	YJL108C	0.794028	singletons	Singletons_in_ComplementCluster
chrX	213847	225011	YJL107C	0.690344	singletons	Singletons_in_ComplementCluster
chrX	216384	228322	YJL106W	0.631345	singletons	Singletons_in_ComplementCluster
chrX	220049	231732	YJL105W	0.577848	WGD	WGD_in_WGDCluster
chrX	222321	232771	YJL104W	0.655789	singletons	Singletons_in_ComplementCluster
chrX	223088	233474	snR37	0.653668	singletons	Singletons_in_ComplementCluster
chrX	224019	235876	YJL103C	0.708274	SSD	SSD_in_SSDCluster
chrX	226295	238755	YJL102W	0.732343	SSD	SSD_in_SSDCluster
chrX	229314	241351	YJL101C	0.816316	singletons	Singletons_in_ComplementCluster
chrX	232257	244081	YJL100W	0.812331	singletons	Singletons_in_ComplementCluster
chrX	234408	246649	YJL099W	0.817253	WGD	WGD_in_WGDCluster
chrX	237076	250253	YJL098W	0.864157	WGD	WGD_in_WGDCluster
chrX	240585	251239	YJL097W	0.87967	singletons	Singletons_in_ComplementCluster
chrX	241484	251970	YJL096W	0.86544	singletons	Singletons_in_ComplementCluster
chrX	242248	256685	YJL095W	0.911477	SSD	SSD_in_SSDCluster
chrX	246814	259436	YJL094C	0.896134	singletons	Singletons_in_SSDCluster
chrX	249730	261806	YJL093C	0.903528	singletons	Singletons_in_SSDCluster
chrX	252416	265941	YJL092W	0.843697	SSD	SSD_in_SSDCluster
chrX	256073	267546	YJL091C	0.841367	singletons	Singletons_in_SSDCluster
chrX	257750	270045	YJL090C	0.855307	singletons	Singletons_in_SSDCluster
chrX	260919	273409	YJL089W	0.857566	SSD	SSD_in_SSDCluster
chrX	263792	274809	YJL088W	0.858401	singletons	Singletons_in_ComplementCluster
chrX	264995	277479	YJL087C	0.871355	singletons	Singletons_in_ComplementCluster
chrX	267471	277840	YJL086C	0.929405	singletons	Singletons_in_ComplementCluster
chrX	267820	279692	YJL085W	0.867756	singletons	Singletons_in_ComplementCluster
chrX	269855	282996	YJL084C	0.872917	WGD	WGD_in_WGDCluster
chrX	273834	285649	YJL083W	0.810664	WGD	WGD_in_WGDCluster
chrX	276178	288374	YJL082W	0.829944	WGD	WGD_in_WGDCluster
chrX	278795	290265	YJL081C	0.832345	singletons	Singletons_in_WGDCluster
chrX	280551	294220	YJL080C	0.810447	singletons	Singletons_in_WGDCluster
chrX	284868	295768	YJL079C	0.792385	WGD	WGD_in_WGDCluster
chrX	286329	298975	YJL078C	0.835363	singletons	Singletons_in_WGDCluster
chrX	289040	299139	YJL077W-B	0.777602	singletons	Singletons_in_WGDCluster
chrX	289659	300055	YJL077C	0.825125	singletons	Singletons_in_WGDCluster
chrX	289792	299879	YJL077W-A	0.832953	singletons	Singletons_in_WGDCluster
chrX	290238	303808	YJL076W	0.857038	WGD	WGD_in_WGDCluster
chrX	293453	303870	YJL075C	0.86762	WGD	WGD_in_WGDCluster
chrX	294150	307843	YJL074C	0.877748	SSD	SSD_in_WGDCluster
chrX	298174	310112	YJL073W	0.908192	singletons	Singletons_in_WGDCluster
chrX	300214	310856	YJL072C	0.90218	singletons	Singletons_in_WGDCluster
chrX	301125	312850	YJL071W	0.89339	singletons	Singletons_in_WGDCluster
chrX	302964	315631	YJL070C	0.865477	WGD	WGD_in_WGDCluster
chrX	305915	317700	YJL069C	0.829953	singletons	Singletons_in_WGDCluster
chrX	308009	318909	YJL068C	0.845872	singletons	Singletons_in_WGDCluster
chrX	309077	319428	YJL067W	0.837697	singletons	Singletons_in_WGDCluster
chrX	309107	319866	YJL066C	0.834929	singletons	Singletons_in_WGDCluster
chrX	310047	320551	YJL065C	0.817308	WGD	WGD_in_WGDCluster
chrX	310168	320564	YJL064W	0.81541	WGD	WGD_in_WGDCluster
chrX	310752	321469	YJL063C	0.832229	singletons	Singletons_in_ComplementCluster
chrX	311716	321974	YJL062W-A	0.840612	singletons	Singletons_in_ComplementCluster
chrX	312277	324770	YJL062W	0.766349	SSD	SSD_in_SSDCluster
chrX	315009	327151	YJL061W	0.791056	singletons	Singletons_in_ComplementCluster
chrX	318379	329714	YJL060W	0.823114	singletons	Singletons_in_ComplementCluster
chrX	319957	331184	YJL059W	0.810546	singletons	Singletons_in_ComplementCluster
chrX	321235	332867	YJL058C	0.821613	WGD	WGD_in_WGDCluster
chrX	323111	335115	YJL057C	0.869377	singletons	Singletons_in_ComplementCluster
chrX	325424	338067	YJL056C	0.828443	SSD	SSD_in_SSDCluster
chrX	328350	339088	YJL055W	0.807134	singletons	Singletons_in_SSDCluster
chrX	329258	340695	YJL054W	0.773717	singletons	Singletons_in_SSDCluster
chrX	330891	342031	YJL053W	0.795422	singletons	Singletons_in_SSDCluster
chrX	332877	342997	YJL052C-A	0.748518	singletons	Singletons_in_SSDCluster
chrX	333264	344263	YJL052W	0.786526	singletons	Singletons_in_SSDCluster
chrX	334780	347249	YJL051W	0.813858	singletons	Singletons_in_SSDCluster
chrX	337515	350737	YJL050W	0.809862	SSD	SSD_in_SSDCluster
chrX	340966	352319	YJL049W	0.860389	singletons	Singletons_in_ComplementCluster
chrX	342440	353631	YJL048C	0.868108	WGD	WGD_in_WGDCluster
chrX	344037	354172	YJL047C-A	0.808387	singletons	Singletons_in_WGDCluster
chrX	344123	354227	snR60	0.802356	singletons	Singletons_in_ComplementCluster
chrX	344573	357102	YJL047C	0.697741	WGD	WGD_in_WGDCluster
chrX	347379	358609	YJL046W	0.655476	singletons	Singletons_in_WGDCluster
chrX	351017	362922	YJL045W	0.67627	WGD	WGD_in_WGDCluster
chrX	353293	364670	YJL044C	0.685594	singletons	Singletons_in_ComplementCluster
chrX	355123	365897	YJL043W	0.777149	SSD	SSD_in_SSDCluster
chrX	356242	370439	YJL042W	0.867507	singletons	Singletons_in_ComplementCluster
chrX	360777	373367	YJL041W	0.916044	singletons	Singletons_in_ComplementCluster
chrX	363741	378793	YJL039C	0.709208	singletons	Singletons_in_ComplementCluster
chrX	370108	380768	YJL038C	0.639587	SSD	SSD_in_SSDCluster
chrX	371655	382330	YJL037W	0.609649	SSD	SSD_in_SSDCluster
chrX	373818	385090	YJL036W	0.591643	singletons	Singletons_in_SSDCluster
chrX	375242	385995	YJL035C	0.6919	singletons	Singletons_in_SSDCluster
chrX	376320	388369	YJL034W	0.725703	singletons	Singletons_in_SSDCluster
chrX	378830	391143	YJL033W	0.854869	SSD	SSD_in_SSDCluster
chrX	381341	391656	YJL032W	0.855841	SSD	SSD_in_SSDCluster
chrX	381361	392432	YJL031C	0.836419	SSD	SSD_in_SSDCluster
chrX	382650	393241	YJL030W	0.829006	singletons	Singletons_in_ComplementCluster
chrX	383378	395847	YJL029C	0.798941	singletons	Singletons_in_ComplementCluster
chrX	386304	396640	YJL028W	0.804083	singletons	Singletons_in_ComplementCluster
chrX	386826	397243	YJL027C	0.751272	singletons	Singletons_in_ComplementCluster
chrX	387397	398597	YJL026W	0.742679	WGD	WGD_in_WGDCluster
chrX	388059	398281	YJL026C-A	0.757582	WGD	WGD_in_WGDCluster
chrX	388960	400505	YJL025W	0.752274	singletons	Singletons_in_ComplementCluster
chrX	390924	401586	YJL024C	0.73898	singletons	Singletons_in_ComplementCluster
chrX	392348	403392	YJL023C	0.764759	singletons	Singletons_in_ComplementCluster
chrX	393102	403411	YJL022W	0.75274	singletons	Singletons_in_ComplementCluster
chrX	393930	407404	YJL020C	0.787888	singletons	Singletons_in_ComplementCluster
chrX	395974	406232	YJL020W-A	0.765159	singletons	Singletons_in_ComplementCluster
chrX	397890	409939	YJL019W	0.8326	singletons	Singletons_in_ComplementCluster
chrX	400581	412267	YJL016W	0.855297	singletons	Singletons_in_ComplementCluster
chrX	402135	412510	YJL015C	0.837012	singletons	Singletons_in_ComplementCluster
chrX	402550	414155	YJL014W	0.80112	SSD	SSD_in_SSDCluster
chrX	404485	416033	YJL013C	0.709041	WGD	WGD_in_WGDCluster
chrX	406226	418392	YJL012C	0.65157	singletons	Singletons_in_ComplementCluster
chrX	409277	419763	YJL011C	0.59136	singletons	Singletons_in_ComplementCluster
chrX	412554	424555	YJL010C	0.535039	singletons	Singletons_in_ComplementCluster
chrX	414847	425174	YJL009W	0.495981	singletons	Singletons_in_ComplementCluster
chrX	414949	426656	YJL008C	0.564107	singletons	Singletons_in_ComplementCluster
chrX	417690	428005	YJL007C	0.757828	singletons	Singletons_in_ComplementCluster
chrX	418130	429102	YJL006C	0.77233	singletons	Singletons_in_ComplementCluster
chrX	420149	436230	YJL005W	0.748647	singletons	Singletons_in_ComplementCluster
chrX	426581	437193	YJL004C	0.773841	singletons	Singletons_in_ComplementCluster
chrX	427636	437993	YJL003W	0.768273	singletons	Singletons_in_ComplementCluster
chrX	428213	439644	YJL002C	0.767912	singletons	Singletons_in_ComplementCluster
chrX	430155	440919	YJL001W	0.727425	singletons	Singletons_in_ComplementCluster
chrX	431794	443603	YJR001W	0.745618	singletons	Singletons_in_ComplementCluster
chrX	433856	445638	YJR002W	0.73468	singletons	Singletons_in_ComplementCluster
chrX	435985	447545	YJR003C	0.755623	singletons	Singletons_in_ComplementCluster
chrX	437900	449853	YJR004C	0.756546	singletons	Singletons_in_ComplementCluster
chrX	440914	453017	YJR005W	0.733124	SSD	SSD_in_SSDCluster
chrX	443468	453750	YJR005C-A	0.704338	WGD	WGD_in_WGDCluster
chrX	444193	455657	YJR006W	0.648988	singletons	Singletons_in_WGDCluster
chrX	446011	456926	YJR007W	0.676042	singletons	Singletons_in_WGDCluster
chrX	447421	458438	YJR008W	0.643914	singletons	Singletons_in_WGDCluster
chrX	448674	459673	YJR009C	0.643513	WGD	WGD_in_WGDCluster
chrX	451230	462766	YJR010W	0.673457	singletons	Singletons_in_WGDCluster
chrX	453068	463353	YJR010C-A	0.681867	singletons	Singletons_in_WGDCluster
chrX	453632	464418	YJR011C	0.698591	singletons	Singletons_in_WGDCluster
chrX	454786	465410	YJR012C	0.706325	singletons	Singletons_in_WGDCluster
chrX	455373	466585	YJR013W	0.746254	singletons	Singletons_in_WGDCluster
chrX	456820	467417	YJR014W	0.804567	singletons	Singletons_in_WGDCluster
chrX	457712	469245	YJR015W	0.801266	WGD	WGD_in_WGDCluster
chrX	459442	471200	YJR016C	0.822419	singletons	Singletons_in_ComplementCluster
chrX	461512	472025	YJR017C	0.799677	singletons	Singletons_in_ComplementCluster
chrX	461777	472140	YJR018W	0.804207	singletons	Singletons_in_ComplementCluster
chrX	462223	473273	YJR019C	0.764977	singletons	Singletons_in_ComplementCluster
chrX	462992	473325	YJR020W	0.777219	singletons	Singletons_in_ComplementCluster
chrX	463546	474571	YJR021C	0.791202	singletons	Singletons_in_ComplementCluster
chrX	464775	475105	YJR022W	0.796225	singletons	Singletons_in_ComplementCluster
chrX	464795	475197	YJR023C	0.797635	singletons	Singletons_in_ComplementCluster
chrX	465221	475956	YJR024C	0.803912	singletons	Singletons_in_ComplementCluster
chrX	466129	476663	YJR025C	0.800171	singletons	Singletons_in_ComplementCluster
chrX	467751	483020	YJR027W	0.867378	singletons	Singletons_in_ComplementCluster
chrX	467751	479074	YJR026W	0.82116	singletons	Singletons_in_ComplementCluster
chrX	473335	488604	YJR029W	0.931233	singletons	Singletons_in_ComplementCluster
chrX	473335	484658	YJR028W	0.941623	singletons	Singletons_in_ComplementCluster
chrX	478950	491188	YJR030C	0.918042	WGD	WGD_in_WGDCluster
chrX	481577	495804	YJR031C	0.921417	WGD	WGD_in_WGDCluster
chrX	486072	497254	YJR032W	0.887677	SSD	SSD_in_SSDCluster
chrX	487369	501443	YJR033C	0.924755	singletons	Singletons_in_ComplementCluster
chrX	491674	502001	YJR034W	0.923405	singletons	Singletons_in_ComplementCluster
chrX	492346	505604	YJR035W	0.930382	singletons	Singletons_in_ComplementCluster
chrX	495704	508383	YJR036C	0.893998	singletons	Singletons_in_ComplementCluster
chrX	498093	508477	YJR037W	0.92604	singletons	Singletons_in_ComplementCluster
chrX	498701	509064	YJR038C	0.92589	WGD	WGD_in_WGDCluster
chrX	498927	512293	YJR039W	0.931094	WGD	WGD_in_WGDCluster
chrX	502737	515077	YJR040W	0.909887	singletons	Singletons_in_ComplementCluster
chrX	505230	518755	YJR041C	0.829353	singletons	Singletons_in_ComplementCluster
chrX	509046	521281	YJR042W	0.810707	singletons	Singletons_in_ComplementCluster
chrX	511452	522505	YJR043C	0.764046	singletons	Singletons_in_ComplementCluster
chrX	513754	524177	YJR044C	0.718795	singletons	Singletons_in_ComplementCluster
chrX	514629	526594	YJR045C	0.639365	WGD	WGD_in_WGDCluster
chrX	517039	528854	YJR046W	0.612103	singletons	Singletons_in_WGDCluster
chrX	519899	530373	YJR047C	0.681306	WGD	WGD_in_WGDCluster
chrX	521326	531656	YJR048W	0.648015	WGD	WGD_in_WGDCluster
chrX	521875	533468	YJR049C	0.676356	WGD	WGD_in_WGDCluster
chrX	523688	534396	YJR050W	0.639989	singletons	Singletons_in_WGDCluster
chrX	524852	536358	YJR051W	0.725274	WGD	WGD_in_WGDCluster
chrX	527053	538751	YJR052W	0.730552	singletons	Singletons_in_WGDCluster
chrX	529018	540743	YJR053W	0.62226	singletons	Singletons_in_WGDCluster
chrX	531047	542541	YJR054W	0.55977	WGD	WGD_in_WGDCluster
chrX	533763	544258	YJR055W	0.441162	singletons	Singletons_in_WGDCluster
chrX	536783	547494	YJR056C	0.445803	singletons	Singletons_in_WGDCluster
chrX	539053	549704	YJR057W	0.50906	singletons	Singletons_in_WGDCluster
chrX	539723	550167	YJR058C	0.509288	SSD	SSD_in_WGDCluster
chrX	540778	553235	YJR059W	0.646384	WGD	WGD_in_WGDCluster
chrX	543750	554806	YJR060W	0.791878	singletons	Singletons_in_WGDCluster
chrX	545502	558310	YJR061W	0.801999	WGD	WGD_in_WGDCluster
chrX	548467	559841	YJR062C	0.799103	singletons	Singletons_in_WGDCluster
chrX	550186	560564	YJR063W	0.843708	singletons	Singletons_in_WGDCluster
chrX	550905	562594	YJR064W	0.888271	SSD	SSD_in_WGDCluster
chrX	552800	564150	YJR065C	0.884934	singletons	Singletons_in_WGDCluster
chrX	554407	571820	YJR066W	0.882157	WGD	WGD_in_WGDCluster
chrX	562010	572436	YJR067C	0.895166	singletons	Singletons_in_ComplementCluster
chrX	562634	573696	YJR068W	0.88682	singletons	Singletons_in_ComplementCluster
chrX	563797	574391	YJR069C	0.860204	singletons	Singletons_in_ComplementCluster
chrX	564612	575590	YJR070C	0.848515	singletons	Singletons_in_ComplementCluster
chrX	565396	575765	YJR071W	0.839618	singletons	Singletons_in_ComplementCluster
chrX	565958	577116	YJR072C	0.804087	singletons	Singletons_in_ComplementCluster
chrX	567306	577927	YJR073C	0.799831	singletons	Singletons_in_ComplementCluster
chrX	568086	578743	YJR074W	0.766445	singletons	Singletons_in_ComplementCluster
chrX	568972	580163	YJR075W	0.776964	SSD	SSD_in_SSDCluster
chrX	570345	581593	YJR076C	0.797742	SSD	SSD_in_SSDCluster
chrX	572246	583182	YJR077C	0.762162	SSD	SSD_in_SSDCluster
chrX	573851	585213	YJR078W	0.772575	singletons	Singletons_in_ComplementCluster
chrX	575196	586231	YJR079W	0.7227	singletons	Singletons_in_ComplementCluster
chrX	575423	586608	YJR080C	0.739741	singletons	Singletons_in_ComplementCluster
chrX	576905	587247	YJR082C	0.748695	singletons	Singletons_in_ComplementCluster
chrX	577599	588529	YJR083C	0.76194	singletons	Singletons_in_ComplementCluster
chrX	578724	589996	YJR084W	0.817246	singletons	Singletons_in_ComplementCluster
chrX	580111	590429	YJR085C	0.812657	singletons	Singletons_in_ComplementCluster
chrX	581059	591392	YJR086W	0.784961	singletons	Singletons_in_ComplementCluster
chrX	581391	591742	YJR087W	0.785335	singletons	Singletons_in_ComplementCluster
chrX	581486	592365	YJR088C	0.795753	singletons	Singletons_in_ComplementCluster
chrX	582709	595574	YJR089W	0.820754	singletons	Singletons_in_ComplementCluster
chrX	585863	599319	YJR090C	0.85434	SSD	SSD_in_SSDCluster
chrX	590052	603328	YJR091C	0.882419	WGD	WGD_in_WGDCluster
chrX	593726	608070	YJR092W	0.716676	singletons	Singletons_in_ComplementCluster
chrX	598211	609195	YJR093C	0.644756	singletons	Singletons_in_ComplementCluster
chrX	599560	610643	YJR094C	0.6325	singletons	Singletons_in_ComplementCluster
chrX	603296	613850	YJR094W-A	0.525488	singletons	Singletons_in_ComplementCluster
chrX	604764	615733	YJR095W	0.538518	SSD	SSD_in_SSDCluster
chrX	606186	617035	YJR096W	0.577565	singletons	Singletons_in_SSDCluster
chrX	607404	617923	YJR097W	0.623063	singletons	Singletons_in_SSDCluster
chrX	608177	620145	YJR098C	0.665441	singletons	Singletons_in_SSDCluster
chrX	610564	621275	YJR099W	0.666885	singletons	Singletons_in_SSDCluster
chrX	611339	622323	YJR100C	0.716406	singletons	Singletons_in_SSDCluster
chrX	613222	624023	YJR101W	0.70762	SSD	SSD_in_SSDCluster
chrX	614145	624754	YJR102C	0.686964	singletons	Singletons_in_SSDCluster
chrX	615742	627437	YJR103W	0.717999	WGD	WGD_in_SSDCluster
chrX	617537	628002	YJR104C	0.711419	singletons	Singletons_in_SSDCluster
chrX	618568	629591	YJR105W	0.707702	SSD	SSD_in_SSDCluster
chrX	619825	632003	YJR106W	0.751273	SSD	SSD_in_SSDCluster
chrX	622328	633315	YJR107W	0.772822	singletons	Singletons_in_SSDCluster
chrX	623701	634073	YJR108W	0.7957	singletons	Singletons_in_SSDCluster
chrX	624574	637931	YJR109C	0.792693	SSD	SSD_in_SSDCluster
chrX	628604	640671	YJR110W	0.74277	singletons	Singletons_in_SSDCluster
chrX	630844	641696	YJR111C	0.752027	singletons	Singletons_in_SSDCluster
chrX	632019	642625	YJR112W	0.71799	singletons	Singletons_in_SSDCluster
chrX	632779	643158	YJR112W-A	0.711822	singletons	Singletons_in_SSDCluster
chrX	633221	643965	YJR113C	0.737342	singletons	Singletons_in_SSDCluster
chrX	633648	644041	YJR114W	0.765323	singletons	Singletons_in_SSDCluster
chrX	634931	645441	YJR115W	0.748716	WGD	WGD_in_SSDCluster
chrX	635814	646654	YJR116W	0.753506	SSD	SSD_in_SSDCluster
chrX	636996	648358	YJR117W	0.741859	singletons	Singletons_in_SSDCluster
chrX	638479	649091	YJR118C	0.746231	singletons	Singletons_in_SSDCluster
chrX	639293	651480	YJR119C	0.72963	singletons	Singletons_in_SSDCluster
chrX	642115	652466	YJR120W	0.772776	singletons	Singletons_in_SSDCluster
chrX	642596	654132	YJR121W	0.768984	SSD	SSD_in_SSDCluster
chrX	644765	656259	YJR122W	0.727684	singletons	Singletons_in_ComplementCluster
chrX	646890	657568	YJR123W	0.745271	singletons	Singletons_in_ComplementCluster
chrX	647881	659228	YJR124C	0.77157	singletons	Singletons_in_ComplementCluster
chrX	649726	660953	YJR125C	0.822036	singletons	Singletons_in_ComplementCluster
chrX	651243	663679	YJR126C	0.809585	singletons	Singletons_in_ComplementCluster
chrX	653906	668049	YJR127C	0.841335	WGD	WGD_in_WGDCluster
chrX	657910	668270	YJR128W	0.859459	WGD	WGD_in_WGDCluster
chrX	658738	668932	snR3	0.862959	singletons	Singletons_in_ComplementCluster
chrX	658989	670009	YJR129C	0.867786	singletons	Singletons_in_WGDCluster
chrX	660207	672127	YJR130C	0.877768	WGD	WGD_in_WGDCluster
chrX	662633	674283	YJR131W	0.838026	SSD	SSD_in_SSDCluster
chrX	664511	677658	YJR132W	0.85046	SSD	SSD_in_SSDCluster
chrX	667980	678610	YJR133W	0.881279	SSD	SSD_in_SSDCluster
chrX	668718	680842	YJR134C	0.875289	singletons	Singletons_in_ComplementCluster
chrX	671048	681768	YJR135C	0.880224	singletons	Singletons_in_ComplementCluster
chrX	671960	682224	YJR135W-A	0.874903	singletons	Singletons_in_ComplementCluster
chrX	672430	683696	YJR136C	0.84866	singletons	Singletons_in_ComplementCluster
chrX	673946	688275	YJR137C	0.851001	singletons	Singletons_in_ComplementCluster
chrX	679556	694311	YJR138W	0.889597	singletons	Singletons_in_ComplementCluster
chrX	684434	695514	YJR139C	0.957581	singletons	Singletons_in_ComplementCluster
chrX	685739	700686	YJR140C	0.934034	singletons	Singletons_in_ComplementCluster
chrX	685950	696100	YJR140W-A	0.945123	singletons	Singletons_in_ComplementCluster
chrX	690895	701939	YJR141W	0.902119	singletons	Singletons_in_ComplementCluster
chrX	692130	703159	YJR142W	0.885846	singletons	Singletons_in_ComplementCluster
chrX	693315	705604	YJR143C	0.811539	singletons	Singletons_in_ComplementCluster
chrX	695871	706681	YJR144W	0.790934	singletons	Singletons_in_ComplementCluster
chrX	697016	708058	YJR145C	0.778663	singletons	Singletons_in_ComplementCluster
chrX	698874	709228	YJR146W	0.747924	singletons	Singletons_in_ComplementCluster
chrX	699185	710262	YJR147W	0.71337	singletons	Singletons_in_ComplementCluster
chrX	700733	711864	YJR148W	0.582427	WGD	WGD_in_WGDCluster
chrX	702149	713364	YJR149W	0.593848	singletons	Singletons_in_ComplementCluster
chrX	703800	714697	YJR150C	0.650087	singletons	Singletons_in_ComplementCluster
chrX	707244	720730	YJR151C	0.491547	singletons	Singletons_in_ComplementCluster
chrX	712569	722620	YJR151W-A	0.481942	singletons	Singletons_in_ComplementCluster
chrX	714655	726287	YJR152W	0.374656	SSD	SSD_in_SSDCluster
chrX	717804	728890	YJR153W	0.44678	singletons	Singletons_in_ComplementCluster
chrX	720773	731814	YJR154W	0.443257	singletons	Singletons_in_ComplementCluster
chrX	722394	733261	YJR155W	0.479617	singletons	Singletons_in_ComplementCluster
chrX	723563	734586	YJR156C	0.483081	singletons	Singletons_in_ComplementCluster
chrX	725504	735867	YJR157W	0.482293	singletons	Singletons_in_ComplementCluster
chrX	727429	739133	YJR158W	0.523923	SSD	SSD_in_SSDCluster
chrX	731033	742107	YJR159W	0.414213	SSD	SSD_in_SSDCluster
chrX	732997	744806	YJR160C	0.437886	SSD	SSD_in_SSDCluster
chrX	737837	745741	YJR161C	0.419028	SSD	SSD_in_SSDCluster
chrX	739900	745741	YJR162C	0.257319	singletons	Singletons_in_ComplementCluster
chrXI	1	7722	YKL223W	0.594871	singletons	Singletons_in_ComplementCluster
chrXI	1	7182	YKL224C	0.591283	singletons	Singletons_in_ComplementCluster
chrXI	1	10621	YKL222C	0.509416	singletons	Singletons_in_ComplementCluster
chrXI	1	5799	YKL225W	0.546913	singletons	Singletons_in_ComplementCluster
chrXI	1107	12529	YKL221W	0.496235	SSD	SSD_in_SSDCluster
chrXI	4804	16227	YKL220C	0.427734	WGD	WGD_in_SSDCluster
chrXI	9484	20708	YKL219W	0.323236	singletons	Singletons_in_SSDCluster
chrXI	12358	23339	YKL218C	0.301521	SSD	SSD_in_SSDCluster
chrXI	17233	29084	YKL217W	0.509155	singletons	Singletons_in_ComplementCluster
chrXI	20215	31160	YKL216W	0.615349	singletons	Singletons_in_ComplementCluster
chrXI	21827	35688	YKL215C	0.761994	singletons	Singletons_in_ComplementCluster
chrXI	26082	36694	YKL214C	0.807671	singletons	Singletons_in_ComplementCluster
chrXI	26960	39108	YKL213C	0.816266	singletons	Singletons_in_ComplementCluster
chrXI	29543	41415	YKL212W	0.807362	singletons	Singletons_in_ComplementCluster
chrXI	31699	43154	YKL211C	0.819031	SSD	SSD_in_SSDCluster
chrXI	33811	43912	snR64	0.820612	singletons	Singletons_in_ComplementCluster
chrXI	34163	47238	YKL210W	0.799771	SSD	SSD_in_SSDCluster
chrXI	37423	51296	YKL209C	0.822245	singletons	Singletons_in_ComplementCluster
chrXI	42157	52973	YKL208W	0.855954	singletons	Singletons_in_ComplementCluster
chrXI	43194	53956	YKL207W	0.8399	singletons	Singletons_in_ComplementCluster
chrXI	44006	54810	YKL206C	0.840522	singletons	Singletons_in_ComplementCluster
chrXI	45051	58354	YKL205W	0.845524	singletons	Singletons_in_ComplementCluster
chrXI	48704	60603	YKL204W	0.918228	singletons	Singletons_in_ComplementCluster
chrXI	50935	68360	YKL203C	0.888149	WGD	WGD_in_WGDCluster
chrXI	58821	69403	YKL202W	0.880268	WGD	WGD_in_WGDCluster
chrXI	58930	72467	YKL201C	0.868361	WGD	WGD_in_WGDCluster
chrXI	63273	75223	YKL198C	0.761674	WGD	WGD_in_WGDCluster
chrXI	65738	78870	YKL197C	0.762641	singletons	Singletons_in_ComplementCluster
chrXI	69936	80539	YKL196C	0.755918	SSD	SSD_in_SSDCluster
chrXI	70825	82037	YKL195W	0.770781	singletons	Singletons_in_SSDCluster
chrXI	72262	83651	YKL194C	0.738959	SSD	SSD_in_SSDCluster
chrXI	73870	84887	YKL193C	0.634202	singletons	Singletons_in_SSDCluster
chrXI	75164	85542	YKL192C	0.714396	singletons	Singletons_in_SSDCluster
chrXI	76039	87644	YKL191W	0.741577	SSD	SSD_in_SSDCluster
chrXI	77951	88555	YKL190W	0.738401	singletons	Singletons_in_SSDCluster
chrXI	79708	90908	YKL189W	0.7275	singletons	Singletons_in_SSDCluster
chrXI	81229	93791	YKL188C	0.683729	SSD	SSD_in_SSDCluster
chrXI	84288	96541	YKL187C	0.680405	WGD	WGD_in_WGDCluster
chrXI	87748	98303	YKL186C	0.664993	singletons	Singletons_in_ComplementCluster
chrXI	89503	101270	YKL185W	0.636526	singletons	Singletons_in_ComplementCluster
chrXI	91761	103162	YKL184W	0.644154	singletons	Singletons_in_ComplementCluster
chrXI	93399	103612	YKL183C-A	0.708803	singletons	Singletons_in_ComplementCluster
chrXI	93725	104646	YKL183W	0.757531	singletons	Singletons_in_ComplementCluster
